Apple_x,Apple_y,Apple_p,pole_x,pole_y,pole_p,Top_x,Top_y,Top_p,Bottom_x,Bottom_y,Bottom_p
228.6205021,201.678442,0.999787807,242.9279914,201.49681,0.889680505,192.2140691,80.75849891,0.999978185,188.9742417,313.0899904,0.99975276
228.9466251,201.3630342,0.999832273,242.839581,201.8608212,0.93636632,192.1659257,80.61406779,0.999977767,188.9886866,313.0161641,0.9997648
228.8949915,201.3905382,0.999821305,242.7429677,201.7578132,0.935160339,192.1718221,80.61091304,0.999979615,188.9888024,312.9373677,0.999755442
228.9842623,201.5589833,0.999812007,242.8902369,201.7755857,0.936158895,192.1409342,80.5426743,0.999979377,189.0768824,313.011066,0.999750912
229.0081308,201.3329248,0.999816656,242.8283575,201.7695794,0.933529675,192.1461673,80.55101371,0.999979734,189.0427098,312.9599867,0.999750018
228.8160267,201.573864,0.999802947,242.4332613,201.5519359,0.898857236,192.2551062,80.52138782,0.999980509,189.0478439,312.953284,0.999750257
228.8113607,201.142561,0.999810219,242.5638651,201.5852747,0.914089859,192.2562475,80.53297782,0.999980092,189.2058682,312.8987556,0.999740124
227.8463385,200.688894,0.999724746,243.0181666,202.003885,0.97833544,192.1290445,80.40743136,0.999981284,189.2692513,312.9696882,0.999743581
227.7845209,200.7281489,0.999735534,242.8119967,202.0972228,0.976301074,192.2076735,80.31756186,0.999981284,189.3001156,313.1492143,0.999745131
227.8978963,201.3552449,0.999637008,242.3069377,201.7306178,0.99728024,192.1241837,80.36940789,0.999982059,189.1482258,312.9258523,0.999718606
227.862066,201.4009802,0.99967438,241.8919353,201.571697,0.995215356,191.9573212,80.3232367,0.999981284,189.2255526,312.9422154,0.999731243
224.3036778,200.0769441,0.999374032,235.3928128,203.0485488,0.996229827,191.9193449,80.47914481,0.999980748,189.0015178,312.7592378,0.999697626
224.8066461,202.6843305,0.99949491,235.2963284,203.0487315,0.996264815,191.9429731,80.47458673,0.999981344,188.9096422,312.720773,0.999689341
223.2157125,201.7930698,0.999141991,234.3150709,202.2339962,0.996947527,191.970048,80.45232654,0.999979734,189.0031109,312.8110511,0.999673843
222.9395056,201.9709764,0.999022245,234.109761,201.6273618,0.996752501,192.024025,80.68174338,0.999980628,188.935369,312.7775514,0.999659479
218.8085121,193.440918,0.999573112,215.8564563,204.3809036,0.995014668,192.3459997,80.6398983,0.999985397,189.2427087,313.2079499,0.999705911
218.7752601,193.4257843,0.999560595,215.7853615,204.4958008,0.995008588,192.2845924,80.73776174,0.999985456,189.2395301,313.1274922,0.999710202
219.4721811,190.4834495,0.997946084,226.9676678,200.6518359,0.992640257,193.1242633,81.18135762,0.99998641,189.3569474,313.0574269,0.999697089
219.4713666,190.5343924,0.9980762,226.3047273,200.7024388,0.991996348,193.0991149,81.10969019,0.999986172,189.2735801,313.064672,0.99969697
219.4548293,190.507122,0.998055458,226.3035573,200.6862705,0.991959393,193.0986204,81.09275007,0.999986172,189.2988281,313.0901527,0.999702454
217.1708527,189.169796,0.994530559,228.978102,200.5792592,0.998522758,192.5657434,80.70314384,0.99998039,189.4299898,313.2418494,0.999691427
213.0725058,186.1361661,0.99855721,228.6753209,201.2989638,0.998015344,192.3972945,80.61921024,0.999979258,189.4792948,313.4019644,0.999703646
212.9404536,186.7370479,0.998620093,227.3617868,201.2607181,0.998271704,192.3402689,80.63996077,0.99997896,189.5323358,313.4441843,0.99971807
204.2907207,178.8795915,0.9966923,226.85255,200.7356522,0.999850094,192.7719064,80.65121937,0.999981582,189.5532784,313.7444801,0.999704599
204.2016688,178.9368253,0.996961117,226.4355808,200.743628,0.999812722,192.7765963,80.62471938,0.999981582,189.5465736,313.7492244,0.999706149
193.4928396,170.4684889,0.973489761,227.3189029,200.8646848,0.99981606,192.5453134,80.70119596,0.999981284,189.7396169,314.1092845,0.9997105
193.6959662,170.4679077,0.977312028,227.14823,200.8463285,0.999793172,192.5698259,80.66644907,0.999981999,189.7487206,314.1105527,0.999711871
172.0569869,149.4651868,0.987699926,226.4581219,200.4584889,0.999873519,192.0787704,80.67861128,0.999980569,189.9877586,314.5103055,0.999709845
171.9792288,149.4899024,0.987677336,226.3155017,200.2484066,0.999866962,192.1040213,80.75200868,0.999981284,190.000051,314.5015856,0.99970758
159.6139274,136.8521905,0.966959,226.1521297,200.1472056,0.999854326,192.2060199,80.33981967,0.999977529,190.1326127,314.5984867,0.999710441
159.7058182,136.6447566,0.971065164,226.1976782,200.147217,0.999869585,192.2527049,80.33068824,0.999978304,190.1837373,314.6773474,0.99971211
138.3496448,130.3078341,0.999463439,226.3201884,200.1641095,0.99987942,192.1796389,80.20222902,0.999975204,190.1751909,314.8844253,0.999707162
138.3971928,130.3441457,0.999468744,226.1523722,200.1243625,0.999865294,192.2445192,80.28275657,0.999976397,190.1155052,314.7448817,0.999705791
115.4148325,151.7801979,0.998835683,226.2302247,200.1328661,0.999871373,192.8071759,81.13172054,0.999972343,190.0432997,314.8665781,0.999704659
115.1510176,152.2837439,0.998702288,226.1791897,200.0765409,0.999870658,192.7865984,81.12847424,0.999972761,190.0601768,314.8021106,0.999706507
91.66032857,209.7100618,0.699845076,226.1407816,200.0419717,0.999863267,193.0628994,81.07319283,0.999977231,190.092751,314.7573067,0.999704361
91.7475149,209.5456157,0.782484591,226.1408105,200.076062,0.999861002,193.0950494,81.14381838,0.999977291,190.127243,314.7623153,0.999711752
-1.228142738,0.401704073,8.31E-05,226.1816956,200.0724504,0.999865949,192.9780514,81.08707857,0.999978006,190.2971082,314.4391557,0.999705315
-1.608573914,0.359512568,8.80E-05,226.1639729,200.0162833,0.999866486,192.9753096,81.06274676,0.999977589,190.3161497,314.4003921,0.999705911
-1.624828815,0.7530334,0.000110775,226.204101,200.0550241,0.999866366,192.9748442,81.17509317,0.999976873,190.3214207,314.6840167,0.999701917
-1.609906197,0.749530077,0.000115544,226.1960238,200.0075955,0.999863565,192.9656556,81.20075607,0.999976456,190.3008318,314.637253,0.99971199
-1.608342648,0.74014163,0.000121236,226.1557573,200.0297301,0.999859929,193.020288,81.2883141,0.999974847,190.1277423,314.7647671,0.999716043
-1.714945793,1.025573254,0.000114083,226.136622,199.9956756,0.999859989,192.9395242,81.30747294,0.999978065,190.1031747,314.7739273,0.99971807
-1.520812988,1.133894682,0.00013873,226.1337068,200.0426776,0.999861956,192.9275398,81.4063108,0.999979913,190.0796223,314.7632284,0.999717355
-1.680654526,1.0991292,0.000128031,226.1738889,199.9646444,0.999866605,192.9365456,81.37133312,0.999977708,190.0925384,314.7653593,0.999716759
-1.639844418,0.875436068,0.000119507,226.1697936,199.9676423,0.999868631,192.9443235,81.40488291,0.99997282,190.0842876,314.7621971,0.999709725
-1.638224125,0.873764038,0.000119656,226.2557058,199.9114122,0.999869108,192.9634578,81.40678811,0.99997437,190.0991821,314.7871418,0.999711156
-1.744599819,0.848849535,0.000110179,226.2505603,200.0747862,0.99987191,192.9782288,81.40493178,0.999975502,190.1271091,314.8247073,0.999715447
-1.636207104,0.929766178,0.000128835,226.2073077,200.0317287,0.999869823,192.9898717,81.41125369,0.999975562,190.1170673,314.7215403,0.999718428
-1.635803699,0.943658829,0.00012821,226.1340767,200.0257115,0.99986589,192.9820316,81.45672965,0.999973416,190.1203303,314.7540091,0.999718487
-1.647182465,0.944133997,0.00012812,226.1383542,200.0272577,0.999866366,192.9745812,81.4452467,0.999977469,190.1504021,314.7738442,0.999722242
-1.566040993,0.827845573,0.000138462,226.1550804,200.0314851,0.999864995,192.9584954,81.36209106,0.999979019,190.1941075,314.8247479,0.99971956
-1.565897942,0.828377485,0.000138521,226.1120701,199.9363422,0.999862909,192.8914022,81.24345112,0.999976277,190.1446033,314.7340935,0.99972558
-1.401783466,0.435729027,0.00018239,226.1156369,199.9352565,0.999862432,192.9339676,81.29133916,0.999971986,190.1007752,314.7164766,0.999727249
-1.44765377,0.447375774,0.000181526,226.1758499,199.9433603,0.999863267,192.8522174,81.21942306,0.999973655,190.1522541,314.6679833,0.999728441
-2.260445595,0.175243855,4.85E-05,226.1671412,199.8623996,0.999860108,192.2153294,79.91959333,0.999970436,190.1821284,314.5927536,0.999729514
-2.181580544,0.203648806,5.89E-05,226.2390385,199.9410601,0.999860644,192.2215869,79.87710905,0.999969482,190.229393,314.6000856,0.999735594
-1.821857452,0.534059048,9.97E-05,226.3727961,200.0581875,0.999862313,191.5208583,80.43593526,0.999970436,190.2050271,314.6740103,0.999721408
-1.822684288,0.394600391,9.41E-05,226.8170658,200.3377829,0.999890447,191.5889292,80.52468991,0.999967337,190.2103834,314.6890981,0.999734163
-1.543013096,0.541164398,0.000126481,227.3647217,200.7483368,0.999895155,191.0562439,80.77776122,0.999899268,190.2064319,314.7716439,0.999734044
-1.509251595,0.562954903,0.000126839,227.6901971,201.0849774,0.999911189,191.0701885,80.77742624,0.99990201,190.2079129,314.8298314,0.999734819
-1.620503426,0.732634068,0.000107765,228.7013464,199.9424372,0.999851406,190.8896322,79.89726639,0.999643803,190.1818032,314.911852,0.999728322
-1.637404919,0.722522974,0.000108421,228.5569435,200.2544036,0.999852538,190.7239289,79.86504698,0.999590635,190.2402401,314.9395034,0.999728441
-1.594477177,0.765197754,0.000116348,228.656286,200.6148686,0.999862731,192.8261967,80.3987329,0.999808431,190.2829986,314.9270891,0.999733746
-1.604450703,0.754184246,0.000116378,228.6578712,200.6739511,0.999875188,192.858166,80.41820073,0.999817431,190.2677045,314.9299866,0.999733686
-1.62121439,0.797198534,0.000118583,229.0658005,200.6632876,0.99987781,192.0026791,79.69013453,0.999481797,190.2481656,314.9526923,0.999740124
-1.464100361,0.996010065,0.000151873,229.360868,200.910749,0.999873817,192.0173051,79.71247149,0.999486327,190.2618752,314.9114308,0.999746501
-1.466658592,0.996840477,0.000154257,228.9752234,200.8124609,0.999883831,191.9845085,79.70774508,0.999467373,190.2247491,314.9283342,0.999743164
-1.617203236,0.819694042,0.000131041,228.6552589,201.0931227,0.99988699,191.5155044,78.59208822,0.998172641,190.2427821,314.931329,0.999747157
-1.483082771,1.012939215,0.000172704,228.8910774,201.0744715,0.999892354,191.6561942,80.30877566,0.999332607,190.2512031,314.8976699,0.999751329
-1.500520229,1.010050774,0.000170946,228.6584018,201.2245567,0.999903262,192.008554,79.96864986,0.999349594,190.2373624,314.9090954,0.999748468
-1.726104736,1.001846313,0.000140071,228.707943,201.2227426,0.999903977,191.44976,79.77179003,0.999507427,190.2329531,314.9303898,0.999746919
-1.717914581,1.014035702,0.000139356,228.6058819,201.2446043,0.999902964,191.4883962,79.80929184,0.999532878,190.2498088,314.9291683,0.999747813
-1.712615967,1.015731812,0.000144362,228.5914368,201.2652972,0.999900997,190.8390446,79.61490679,0.999484181,190.2264357,314.9107945,0.999743104
-1.699123383,1.033697128,0.000144422,228.2937108,201.3078046,0.999890387,190.9186497,79.18566036,0.999408603,190.2175512,314.8700106,0.999742508
-1.683674335,0.852967739,0.000141203,228.3168825,201.2728882,0.999895096,191.1605606,79.38818502,0.999417186,190.3216844,314.798574,0.999748826
-1.467158318,1.08561635,0.000160247,228.3721046,201.2446997,0.999894857,191.2740836,79.30993462,0.999493241,190.3033509,314.810532,0.999748051
-1.468414783,1.124040842,0.000164479,228.3772592,201.2751219,0.999897301,190.9781761,79.38556051,0.999341905,190.3289509,314.7876282,0.999747753
-1.500948906,1.095278263,0.000162154,228.4004145,201.2431595,0.999897122,191.2100105,79.16069221,0.999241471,190.3079467,314.7439717,0.999749899
-1.505294323,1.090997696,0.000164539,228.3343828,201.2663286,0.999892533,191.3097835,79.19523954,0.999247015,190.3184099,314.7630166,0.999748826
-1.502552032,1.098690033,0.000161916,228.3219026,201.2400262,0.999891758,191.2494335,79.20781612,0.999219298,190.3459673,314.7700582,0.999749005
-1.373105526,0.990998983,0.000163466,228.3853476,201.2154062,0.999895215,191.6666617,79.53960752,0.999181867,190.3188205,314.8089635,0.999740124
-1.497188568,1.090703964,0.00016731,228.3538744,201.1829631,0.999896467,191.6757679,79.32744837,0.999195158,190.3227196,314.8084589,0.99974519
-1.573887825,1.0465343,0.000136822,228.4036811,201.0373859,0.999909401,191.7182636,80.34019756,0.999778032,190.2630572,314.8320905,0.999747932
-1.581915855,1.033394098,0.000135541,228.3853628,201.0347795,0.999912739,191.6884084,80.29936028,0.999785304,190.2806849,314.8843271,0.999745011
-2.057145596,0.63018775,9.03E-05,228.4362955,201.0294576,0.99991715,192.2284825,79.34021282,0.999700248,190.2190557,314.9465771,0.999743819
-2.020599842,0.611114979,8.75E-05,228.2594174,200.8244364,0.999907613,192.2371776,79.38507986,0.999674201,190.235909,314.9488811,0.999748588
-2.733739853,0.314002275,4.88E-05,227.7826693,200.7435379,0.999885082,188.5257926,78.94259262,0.999256372,190.2842603,314.9657558,0.999747813
-2.739470005,0.325138569,4.89E-05,227.6890047,200.4372709,0.999879837,188.4657709,78.96899319,0.999283433,190.2631063,314.9769101,0.999747634
-2.359935284,0.398609877,6.06E-05,227.1194399,199.6205959,0.999840617,190.7215033,80.9350915,0.99977231,190.2334399,315.0039658,0.999744534
-2.37835741,0.402292967,6.00E-05,227.1329804,199.4590607,0.999835849,190.7264142,80.89864516,0.999760091,190.2449379,314.9934435,0.999746203
-2.388799667,0.398019314,5.94E-05,227.05063,199.29914,0.999832869,190.7107143,80.91166282,0.999762475,190.23985,315.0174351,0.999744654
-1.764647007,0.752695799,0.000103265,226.7039702,199.3434796,0.999808252,192.0643914,82.01156354,0.998911798,190.2288938,314.9993632,0.999746203
-1.658322811,0.851941824,0.0001131,226.4253334,199.0307918,0.999793649,191.6558414,79.64560556,0.997258544,190.2449293,315.0185294,0.999743998
-1.625287056,0.831383467,0.00011161,226.4416035,199.1616435,0.999808013,191.8555694,79.18328428,0.996370316,190.18894,315.0122835,0.999737978
-1.637977123,0.853328943,0.000116915,226.339936,199.3065057,0.99979198,191.2575908,73.97824216,0.999865294,190.1766796,315.0372151,0.999738514
-1.557246208,0.946294308,0.000111729,226.326472,199.530148,0.99979353,191.3027096,74.02348185,0.999868572,190.2666984,315.1774865,0.999723911
-1.663121223,0.785748243,0.000103623,226.4595981,199.6239471,0.999795914,191.6675439,80.43277764,0.99987793,190.2810268,315.1387288,0.999728858
-1.624207973,0.768160343,0.000101715,226.3614376,199.5891271,0.999789238,191.5650187,80.30222416,0.999883056,190.2749243,315.191352,0.99973309
-1.681621075,0.769388437,0.000110686,226.254856,199.5748682,0.999770105,189.4557554,78.88153648,0.999632895,190.3534737,315.2206028,0.999737024
-1.457782269,0.849539518,0.000133127,226.500304,199.7366114,0.999772191,189.4772946,78.93986511,0.999637485,190.4024959,315.1029995,0.999735951
-1.471416473,0.715247393,0.000122666,226.6484556,199.4505749,0.999792695,189.0115658,78.30359268,0.998405874,190.4458318,315.0429611,0.99973613
-1.416697502,0.771181107,0.000128984,226.6711934,199.4666348,0.999789119,189.0167421,78.17284632,0.998405218,190.4773698,314.9298897,0.999737263
-1.340363979,0.537254095,0.000142097,226.4469788,199.6032162,0.999796033,188.4794631,77.5136447,0.999554992,190.4817281,314.7610795,0.999731302
-1.516911507,0.647138357,0.000132054,226.542641,199.7154222,0.99980545,188.5669223,77.68874311,0.999547541,190.4745064,314.7971306,0.999715328
-1.522663116,0.685730457,0.000135452,226.5366316,199.7595425,0.999812007,189.0313185,77.80837822,0.999447048,190.3711119,314.4921348,0.999695718
-1.50206852,0.705924749,0.00013721,226.5302697,199.7848678,0.999811172,189.1336859,77.86400986,0.999364853,190.3631878,314.4191196,0.999699533
-1.65708828,0.739973545,0.000109762,226.3618358,199.632565,0.999809027,189.6073304,79.31348419,0.999489367,190.3612151,314.5469903,0.999685287
-1.488108158,0.770878077,0.000141799,226.5231694,199.7400723,0.999813557,189.5690529,79.37832975,0.999488533,190.3779316,314.5161115,0.999691248
-1.499546528,0.804460287,0.00014168,226.4386328,199.7900968,0.999804974,189.1680894,79.11864281,0.999686718,190.363677,314.5296229,0.999685645
-1.471782684,0.75043869,0.00013867,226.5105568,200.0006695,0.999812782,189.403188,80.61313581,0.999632299,190.3497138,314.6251794,0.999695718
-1.506726742,0.723230362,0.000144243,226.5206218,200.0657508,0.999806404,189.0428939,78.58113146,0.999638438,190.3576393,314.7640508,0.999704957
-1.447258472,0.712318897,0.000138193,226.352564,200.0809784,0.999781251,188.9366693,78.56389904,0.999678731,190.2808228,314.7948672,0.999697804
-1.472055435,0.808393002,0.000137627,226.3137432,200.2792695,0.999777198,188.7507428,78.20811033,0.999619722,190.2180991,314.8580515,0.999692559
-1.566581249,0.646173477,0.000129342,226.1886615,200.5035698,0.999749243,188.7648654,78.25724459,0.999624372,190.2073321,314.8217849,0.999692798
-1.566723824,0.646499157,0.000129312,226.2388247,200.673665,0.999772131,188.7618861,78.26715183,0.999627948,190.1695771,314.7958854,0.999679565
-1.50968504,0.824852467,0.000159889,226.4202025,200.1478813,0.999846935,185.9094176,79.29341841,0.9997105,192.5522416,318.923274,0.99992466
-1.654052734,0.812284946,0.000157475,226.3507657,200.6244135,0.999763012,185.8459604,83.43536329,0.999490499,192.7952833,319.7294936,0.999955952
-1.674806118,0.835268021,0.000144243,226.3501335,200.5316007,0.999765754,185.9569135,83.72775245,0.999449253,192.7968693,319.9726276,0.999956548
-1.855541229,0.835208178,0.000120074,226.2379608,200.4201546,0.999732316,186.4387847,84.39479488,0.999248743,192.8595507,319.9512978,0.999957681
-1.821106911,0.80796814,0.000117511,226.0075827,200.4647806,0.999714255,186.4451588,84.4246695,0.999267161,192.7839592,320.020159,0.999957979
-1.815215111,0.635289669,0.000114083,225.7262383,200.3196533,0.999657631,185.9053807,83.68501815,0.999731064,193.1649072,320.4248192,0.999964356
-1.818890095,0.622866869,0.000113666,225.8984771,200.3654513,0.999705076,186.0167729,83.6384933,0.999741375,193.2107146,320.4923637,0.99996531
-1.649884224,0.639971018,0.000118434,225.8987658,200.3860438,0.999727845,186.3275564,83.07243967,0.999652624,193.2053676,320.4275465,0.999965787
-1.693500042,0.672177553,0.000119597,225.7196693,200.3755069,0.999724865,186.379246,83.20269394,0.99966526,193.1978769,320.4937449,0.999965191
-1.625377178,0.678314924,0.000123292,225.7806182,200.3952062,0.999755263,186.2029229,83.6452747,0.999430597,193.209908,320.5056953,0.999965489
-1.621407032,0.691866398,0.00012362,225.985611,200.5589495,0.999773741,186.2522961,83.63321868,0.99944675,193.1131368,320.4039268,0.99996388
-1.638320923,0.704135418,0.00012514,225.9866009,200.5571864,0.999799609,186.1895695,83.16599149,0.999713421,193.1274076,320.4039657,0.999963164
-1.6605196,0.752673149,0.00012666,226.0878203,200.667938,0.999799728,186.2332489,83.19116884,0.999710858,193.066437,320.3255188,0.999963164
-1.701191425,0.781438351,0.000130355,226.2456453,200.7896113,0.999816656,188.0557928,82.66977823,0.998503864,193.0576792,320.3029423,0.999961615
-1.686415195,0.789832592,0.000127941,225.9728913,200.5931034,0.999794006,188.0703686,83.0583545,0.998435199,193.077111,320.0640438,0.999963522
-1.63771677,0.79038763,0.000133634,225.6741748,200.3129752,0.999760151,188.8672624,83.69757232,0.999924183,192.9851351,319.8664408,0.999964714
-1.743739605,0.883786678,0.000116915,225.9293797,200.1520271,0.99977839,188.956758,83.61536559,0.999920607,193.0283191,319.6294942,0.999965072
-1.722205162,0.866092205,0.000115216,223.654495,200.7814298,0.999752402,186.7589631,82.79826021,0.999786615,193.048738,319.4823375,0.999961376
-1.727355957,0.867285252,0.000115007,225.3384717,200.0115073,0.999757111,186.7602761,82.73538136,0.999780238,192.9781625,319.4384809,0.999960899
-1.677138329,0.862748146,0.000122666,225.601197,199.505332,0.999819517,186.2800769,83.06273121,0.999959707,192.7675233,319.4364877,0.999957442
-1.678446293,0.863414526,0.000120252,225.5881217,199.4882288,0.99981904,186.3334297,83.1023649,0.999959588,192.7773421,319.4042974,0.999957323
-1.688519001,0.845594168,0.000112742,226.4837822,199.3447471,0.99988544,186.6448289,83.64878172,0.999958873,192.8878443,319.3947501,0.99995923
-1.664753437,0.865125656,0.000117391,226.304355,199.2958598,0.999874592,186.7316593,83.58394727,0.999960423,192.8563597,319.3066702,0.999959111
-1.680587769,0.846814632,0.000115156,225.9620192,199.8517747,0.999822378,186.6319032,83.26649261,0.999938905,192.838537,319.2517333,0.999958694
-1.408274174,0.906096935,0.000135154,225.9925597,199.8454185,0.999827683,186.6363559,83.36920464,0.999936938,192.8220377,319.2247124,0.9999578
-1.716113091,0.85202837,0.000113577,225.9711957,199.8149118,0.999808788,185.9602375,83.14433521,0.999938071,192.8168619,319.2464499,0.999955058
-1.445225239,0.878615141,0.000131488,225.9305487,199.8266721,0.999799728,186.0131543,83.22128278,0.99993211,192.8135817,319.3647652,0.999956548
-1.33843708,0.949027061,0.000138074,225.3316631,199.778677,0.999635696,186.5794404,83.50878119,0.999904752,192.7625566,319.3748064,0.999957383
-1.531604767,0.875996113,0.000128716,225.639128,199.8347812,0.999660134,186.5196087,83.44718534,0.999906301,192.819355,319.4527192,0.999957442
-1.655085087,0.794282913,0.000123382,228.1763619,201.6544902,0.999904513,185.5053666,81.89431787,0.999929726,192.8061821,319.6424704,0.999958873
