scorer,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000
bodyparts,left_top,leftt_top,left_top,leftt_bottom,left_bottom,left_bottom,right_top,right_top,right_top,right_bottom,right_bottom,right_bottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
797,328.6179252,156.223917,0.992863297,334.4409161,411.1744658,0.999792814,514.8287314,152.7723222,0.999725699,512.5891807,406.2862258,0.999831319
798,328.7239852,156.2700906,0.992588162,334.4575768,411.1784294,0.999789715,514.9932525,152.8983054,0.999726534,512.5375884,406.2454317,0.999833226
799,329.1425304,153.8782473,0.99608767,334.4726009,411.213079,0.999790192,514.9760321,152.8279958,0.999729156,512.4263833,406.4560421,0.999824941
800,329.0836072,153.9681425,0.996263862,334.4568806,411.1536604,0.999791801,514.815238,152.7624288,0.999735177,512.4819582,406.197665,0.999813139
801,328.9137926,154.0984997,0.996472836,334.4957204,411.0924371,0.999794781,514.8512344,152.7996993,0.999735534,512.7353146,406.2493672,0.99981612
802,328.9849033,154.3830112,0.996766686,334.5699959,411.1216422,0.999798775,514.811803,152.8152575,0.999729156,513.074919,406.1063104,0.9998312
803,327.5418589,155.0560434,0.998907566,334.5710869,411.1036534,0.99979794,514.7858585,152.8153205,0.999726713,512.7601047,406.207994,0.999826014
804,327.5439329,155.0764608,0.998898983,334.5744429,411.1045475,0.999797821,514.5898533,153.1180463,0.999719083,512.8094633,406.0930078,0.999828458
805,326.8518996,154.9588785,0.999610126,334.546351,411.0846763,0.999792874,514.5104307,153.0609593,0.999724269,512.5443783,406.1276157,0.999821067
806,327.0050044,155.4337288,0.999620914,334.5762515,411.0588776,0.999789357,514.201941,153.0006251,0.99969542,512.6998672,406.0922379,0.999823511
807,330.8158622,156.1017594,0.999487519,334.2244511,410.9067039,0.999778628,514.2028192,152.9815741,0.999698639,512.6560347,406.033735,0.999830484
808,329.3358116,156.9221506,0.999641895,334.2529836,410.6916406,0.999784946,514.1633638,153.056653,0.999678552,512.8390517,405.6801496,0.999839187
809,328.3852324,157.4584774,0.999598384,333.9944048,410.7002386,0.999783158,514.1879251,152.9498954,0.999691844,512.3875885,405.3188304,0.999839127
810,328.4350748,157.0969666,0.999555945,334.0931168,410.6061314,0.999781013,514.107756,152.8487396,0.999667406,512.099632,405.3514452,0.999846399
811,328.4198227,156.9965248,0.999563634,334.1006017,410.6018118,0.99977994,514.0992571,152.8660254,0.999672115,512.0881736,405.3581079,0.999845564
812,328.3878169,156.9876961,0.999587059,334.0799532,410.6245321,0.999782741,514.2820953,152.7687631,0.999708891,512.4900899,405.2544515,0.999830961
813,328.2601876,157.1704587,0.999583483,334.152596,410.6110746,0.999782801,514.1911752,152.9282556,0.999670506,512.2437654,405.4037886,0.999833345
814,328.2320476,157.1009376,0.999575078,334.1255412,410.6130822,0.999779344,514.1801201,152.8285789,0.999662995,512.2502384,405.3967499,0.999834895
815,328.3516011,157.1067501,0.999546766,334.0892854,410.5996286,0.999784946,514.1772721,152.7286401,0.999692142,512.0095911,405.2671963,0.999825299
816,328.1685762,157.1657523,0.999618292,334.097414,410.5907457,0.999787092,514.4293538,152.6583538,0.999726593,512.3191106,405.2264204,0.999829054
817,328.2402096,157.3141303,0.999589026,334.0982389,410.6539396,0.999790668,514.3859367,152.6830788,0.999724329,512.217098,405.4307904,0.999828815
818,328.3547521,157.2903141,0.999593854,334.0606146,410.7027961,0.999790072,514.3811845,152.7419991,0.999697387,512.3769593,405.4926265,0.999829888
819,328.3190041,157.5096413,0.999568462,334.0356011,410.6491652,0.999778509,514.2894503,152.7208753,0.999691069,512.2016711,405.28407,0.999834776
820,328.3062639,157.5820756,0.999585986,334.0993567,410.7195085,0.999770701,514.4321978,152.668642,0.999705195,512.3496995,405.4786851,0.999829888
821,329.3164353,157.3491216,0.999596477,334.1522336,410.7198071,0.999784708,514.2734909,152.7326341,0.999669552,512.4490871,405.4152644,0.999845505
822,329.1179109,157.1355839,0.999643803,334.2858815,410.7233258,0.999791265,514.2687694,152.7230101,0.999670148,512.4595892,405.4409969,0.999850154
823,329.148345,157.157361,0.999644756,334.1412673,410.983112,0.999794483,514.4233057,152.6665659,0.999705613,512.4846013,405.4338552,0.999840736
824,329.1912289,157.1715088,0.999633074,333.922472,411.0874884,0.999793172,514.4217592,152.6550555,0.99970448,512.5313344,405.4191689,0.999840915
825,329.2478991,157.1324205,0.999624431,333.8852873,411.0550482,0.999788404,514.2445422,152.8044801,0.999666095,512.315361,405.4587452,0.999825656
826,329.295784,157.0856504,0.999653757,333.9929008,411.1105126,0.999793768,514.2454944,152.7994556,0.999665618,512.2095022,405.3938022,0.999826431
827,328.4489989,155.7277983,0.999545515,333.3662457,410.4425597,0.999762654,514.0479608,152.6412063,0.99971664,512.2501364,404.9666271,0.999850392
828,328.3394575,155.4953877,0.999548554,332.875845,410.2111181,0.999678195,514.080386,152.697165,0.999752462,512.1601694,405.5082715,0.999838948
829,329.906646,155.4702678,0.999134898,331.4933856,407.3905652,0.999782562,514.146107,152.7733736,0.999748349,511.671555,405.6780591,0.999790668
830,329.7678709,154.8456674,0.999507546,331.6895283,407.4718342,0.999785542,514.3196361,152.9507713,0.999748766,511.5336518,405.5183123,0.99971813
831,329.7001278,155.0140853,0.999463081,331.62253,407.4488618,0.999788284,514.3107406,152.9272552,0.999744654,511.4027719,405.6626482,0.999712944
832,329.7107847,155.0262341,0.999484777,331.6023977,407.3833821,0.999786139,514.260434,152.9446054,0.999746561,511.5645313,405.6531955,0.999726415
833,329.7012534,155.1408229,0.999445558,331.6257728,407.3810954,0.999788165,514.3290523,152.781878,0.99975729,511.5184698,405.6524513,0.999715447
834,329.7431691,155.325573,0.999404073,331.6439973,407.3414946,0.999791682,514.3646188,152.7548566,0.999780655,511.3431735,405.6249806,0.99971348
835,329.6432242,155.3170929,0.999413192,331.6711681,407.3529155,0.999790013,514.713876,152.6691937,0.999800563,511.3304715,405.6238191,0.99971348
836,329.675878,155.3890896,0.999398947,331.7020173,407.3301194,0.999792695,514.8313836,152.6972399,0.999806881,511.1661797,405.6195859,0.999710202
837,329.6187572,155.2473121,0.999423027,331.7129249,407.3840578,0.99979341,515.1298335,152.2186451,0.999807119,511.1588521,405.5498929,0.999694049
838,329.7104712,155.1731243,0.999431133,331.737212,407.3931468,0.999791503,515.168952,152.2216797,0.999803305,511.4451661,405.4259838,0.999717057
839,329.4168713,155.8682723,0.999126315,331.842486,407.8442564,0.9997679,515.1669104,152.2566986,0.999786973,511.6639271,405.4123819,0.999735236
840,329.9332747,155.3064954,0.998778462,332.0310991,407.8332627,0.999766231,515.4003011,152.251462,0.999798059,511.7739248,405.3637732,0.99974823
841,329.6565127,155.1926681,0.999039292,332.198382,408.4449115,0.999708474,515.4430699,152.315134,0.999786437,511.7677464,405.3785571,0.999737501
842,329.011013,155.3420807,0.999439061,332.2754793,408.7385917,0.999670029,515.3995981,152.1946669,0.999782205,511.5303397,405.5948827,0.999741077
843,329.6791368,155.4016027,0.999150634,332.2833565,409.0037227,0.999646068,515.2870598,152.2776532,0.999781728,511.8032517,405.5117259,0.999754071
844,329.4193282,155.7534688,0.999331236,332.0369916,409.3867044,0.999687076,514.8169615,152.3328509,0.999741256,511.8573494,405.6050364,0.999743104
845,329.6956205,156.44606,0.999161601,332.2684493,410.349494,0.999708772,514.5711727,152.4234834,0.999729633,512.0030875,405.5467422,0.99975419
846,329.1309114,156.7876509,0.999304354,332.3161192,410.2955954,0.999710619,514.4493914,152.5408173,0.999687433,511.8172641,405.6564624,0.999745369
847,328.0753593,155.5146189,0.998917341,332.4703336,410.4150923,0.99972707,514.3330783,152.5440454,0.999688745,511.8661275,405.459844,0.999791741
848,328.9919367,157.0125223,0.998863935,332.495193,410.4628381,0.99973774,514.177637,152.8498907,0.999639034,511.887805,405.5677778,0.999810994
849,329.1418772,155.9052343,0.999215722,332.4733796,410.4280354,0.999743819,514.178166,152.6941333,0.999631882,511.2482738,406.0127938,0.999775767
850,328.3611326,155.8674961,0.999156833,332.5679741,410.5712712,0.999749541,514.1873393,152.6791301,0.99963057,511.3936968,405.9800987,0.999802232
851,328.540813,155.6204004,0.999774575,332.8743272,410.5200046,0.999781609,514.1981697,152.6707602,0.999628544,511.9480057,405.6152774,0.999861956
852,328.4017844,155.5803509,0.999774337,332.7470808,410.5513015,0.999785006,514.1811134,152.8656335,0.999603093,512.3216598,405.3067214,0.999873877
853,327.4424341,155.8628937,0.999718606,332.7407722,410.5263606,0.999789596,514.002699,152.8622589,0.999613345,511.6928868,405.8079282,0.999838471
854,327.6945553,155.8973618,0.999659777,332.7791023,410.5691584,0.999795914,514.0066248,152.8324513,0.999621391,512.217046,405.4314731,0.999842763
855,327.6321154,155.8996399,0.999696851,332.7969732,410.5462673,0.999791026,514.0562449,152.800766,0.999624431,512.1668994,405.2851627,0.999848127
856,327.4941998,155.9411121,0.999725103,332.7407112,410.4557792,0.999777257,514.1711017,152.7394867,0.999666572,512.2656991,405.6122091,0.999793649
857,327.4309573,156.0412531,0.999711096,332.6799502,410.2904835,0.999781251,514.0398715,152.6904979,0.999626994,512.83654,405.5951515,0.999828696
858,327.2828362,156.1994237,0.999715924,332.7026038,410.2367312,0.999781907,514.0596629,152.7057772,0.999632716,513.2906866,405.4565719,0.999861181
859,327.321137,156.1920732,0.999714375,332.7741222,410.2344157,0.999781549,514.0290918,152.7843504,0.999637365,513.0890613,404.9691201,0.99985832
860,327.3930826,156.4194816,0.999693274,332.766376,410.1717753,0.999781311,514.1072822,152.86865,0.999630094,513.1413124,404.9723516,0.999859333
861,327.4401629,156.1931557,0.999690711,332.7741337,410.1150655,0.999775827,514.1193562,152.7870269,0.999649763,513.2346692,405.1750513,0.999879837
862,327.2966497,156.1005093,0.999699354,332.7616534,410.0930734,0.999775648,514.2638751,152.7275438,0.999673724,513.1430323,405.4823369,0.999848247
863,327.5195158,156.0090149,0.999694467,332.7040834,410.1373829,0.99976635,514.1585147,152.9009886,0.99964124,513.0667076,405.570557,0.999874234
864,327.563338,156.0004384,0.99968797,332.6992745,410.1530491,0.999763787,514.141264,152.8854113,0.99964571,512.9667363,405.5441792,0.999874115
865,327.5365052,155.9734629,0.999670148,332.7034249,410.1874461,0.999761939,514.1976677,152.8958273,0.999634206,513.0264738,405.5719438,0.999873877
866,327.40324,156.1559197,0.999673963,332.8491936,410.2713943,0.999775767,514.2990935,152.7407794,0.999669075,513.1638942,405.8351879,0.99986434
867,327.499032,155.9713431,0.999625921,332.8119454,410.2916625,0.999769986,514.1162888,152.8598008,0.999640942,513.0231259,406.0631704,0.999876797
868,327.4410012,155.937568,0.999639392,332.7752595,410.3188958,0.999773502,514.0684243,152.9487109,0.999610722,512.969487,406.0532675,0.999873638
869,327.6548135,156.1533387,0.999614656,332.8113647,410.3553026,0.999765277,514.1671095,152.9134164,0.999655247,512.9945905,406.2538843,0.999856114
870,327.6196384,156.1081109,0.999613285,332.7868347,410.3213977,0.999760687,514.2207509,152.8923049,0.999675751,512.9502122,406.2205327,0.999850035
871,327.7198637,156.0774289,0.999629974,332.7522588,410.3376052,0.999758542,514.0767041,152.8886275,0.999679327,512.888845,406.2555237,0.999862611
872,327.770792,156.0995736,0.99961555,332.7504845,410.3299116,0.999758244,514.0553201,152.8774004,0.999691486,512.8658099,406.28141,0.999869168
873,327.7259667,156.0321548,0.999622703,332.7019267,410.3569993,0.999755561,514.0177706,152.8526793,0.999696732,512.8134234,406.2286708,0.999860227
874,327.7475109,156.0818836,0.9996171,332.736414,410.3531971,0.999762774,514.0431763,152.8741918,0.999706864,512.816155,406.2199025,0.99984318
875,327.6799791,156.0701922,0.999621511,332.7219963,410.3611847,0.999763012,513.8447754,152.7155948,0.99969399,512.7020967,406.305464,0.999846637
876,327.702069,156.0180319,0.999625087,332.6769118,410.3987727,0.999764562,513.7144709,152.7806854,0.999692738,512.7456532,406.1979885,0.999846816
877,327.711323,156.0124608,0.999635398,332.7137341,410.3987713,0.999766469,513.7622488,152.8528867,0.999644876,512.5614498,406.2427166,0.999839902
878,327.7232752,156.0136498,0.999643683,332.7239785,410.3860573,0.999769211,513.79035,153.0642939,0.999579728,512.830425,406.1141975,0.999840319
879,327.7397211,156.0062819,0.999634027,332.8205094,410.5009691,0.999755621,513.7220845,152.755733,0.999641418,512.6115494,405.7615128,0.999845386
880,327.7319624,156.0094099,0.999631464,332.8207631,410.47162,0.999744058,513.6163576,152.867641,0.999634504,512.6896269,405.5413618,0.999844313
881,327.7399979,156.0022655,0.999635398,332.7328634,410.4012382,0.99974215,513.6893203,152.822547,0.99963969,512.6276178,405.6207626,0.999836445
882,327.7374501,156.008139,0.999634385,332.6640773,410.4395082,0.999727786,513.7592056,153.1776757,0.999569237,512.4781096,406.1534665,0.99984473
883,327.6192679,156.0218408,0.999649763,332.7388821,410.3769737,0.999727011,513.8330562,152.9377327,0.999626875,512.6427948,405.9974405,0.999848664
884,327.6838107,156.0228889,0.999645114,332.7418985,410.3756692,0.999729633,513.856957,152.9282684,0.999631166,512.6336973,405.7685287,0.999847829
885,327.6076069,156.0109887,0.999651611,332.7564063,410.3680158,0.999729276,513.7711244,152.9399953,0.999634027,512.6867976,405.9356663,0.99985224
886,327.6294932,155.9513209,0.999650717,332.7649326,410.3532367,0.999727666,513.6883588,153.0324292,0.999632239,512.7154183,405.9981771,0.999866128
887,327.5946448,155.976145,0.999655128,332.7664747,410.316071,0.999730825,513.7108996,153.0502849,0.999646068,512.3837872,406.3016121,0.999861717
888,327.5667784,155.9779526,0.999664366,332.6789632,410.3402432,0.999726653,513.738894,153.0506458,0.999641001,512.3775165,406.248343,0.999854982
889,327.5873876,155.9865621,0.999651909,332.7463121,410.3379121,0.999728799,513.7041614,153.0669546,0.999635339,512.321038,406.1583114,0.999857187
890,327.721565,155.9651769,0.999627113,332.7537875,410.3242128,0.999727964,513.5616086,153.140357,0.999621689,512.5092402,406.3906667,0.999860704
891,327.6709368,156.0041199,0.999633431,332.7707162,410.3573849,0.999731243,513.8990371,153.18613,0.999619603,512.5454478,406.2162135,0.999845684
892,327.6885252,155.9742002,0.999616504,332.731842,410.3596575,0.999726415,514.0238161,153.2478075,0.999634445,512.5902605,406.2113893,0.999851227
893,327.6816666,155.9754525,0.999623239,332.7384419,410.3656647,0.999731064,514.0443583,153.2995086,0.99962455,512.611372,406.3349183,0.999849737
894,327.5941491,155.9310419,0.999638319,332.6926336,410.3470426,0.999727011,514.2378633,153.3039637,0.999642849,512.7015972,406.4078629,0.999856949
895,327.6338711,155.9314837,0.999629974,332.7014241,410.3507589,0.999727666,514.070551,153.3164706,0.999654174,512.7400875,406.4168513,0.999854505
896,327.6300254,155.9058882,0.999625683,332.6325254,410.3779855,0.999724329,514.097241,153.2925034,0.999661803,512.7467134,406.4875484,0.999852121
897,327.5810518,155.8916607,0.999630928,332.6466341,410.3692318,0.999725342,514.1053859,153.2647924,0.999654055,512.6886575,406.6084647,0.999850333
898,327.6008573,155.8717722,0.999625206,332.6357527,410.3843042,0.999725938,514.0411377,153.2838869,0.999646902,512.5652688,406.540524,0.999859154
899,327.5463748,155.9711253,0.99963659,332.6115212,410.3910116,0.999722838,514.3104178,153.4739804,0.999654114,512.7150304,406.6039786,0.999856949
900,327.3933053,156.1800413,0.99965167,332.7397456,410.391728,0.999759674,514.420145,153.2600136,0.999596655,512.7280869,406.2892537,0.999826252
901,327.4269862,156.1372379,0.999641418,332.7378407,410.3683144,0.99975872,514.4172407,153.5285883,0.999574065,512.6049252,406.2272153,0.999830246
902,327.3952658,156.1382139,0.999660492,332.7336254,410.3623878,0.999758959,514.4588878,153.3777184,0.999589205,512.6165161,406.2236488,0.999829769
903,327.4547105,156.1614623,0.999655128,332.7029395,410.3667712,0.999757946,514.4334319,153.59554,0.999570727,512.6511409,406.2083383,0.999838352
904,327.4134982,156.2147124,0.999659538,332.6741424,410.3140892,0.999757051,515.2738771,153.5595975,0.999581456,512.7237725,406.2428365,0.999828875
905,327.4707251,156.2409519,0.999639034,332.6584883,410.3482739,0.999755919,515.20358,153.5775545,0.99958539,512.7217593,406.2828794,0.999839902
906,327.4601278,156.2280673,0.999646783,332.7127404,410.3280456,0.999752522,515.2753689,153.5251019,0.999579787,512.6527193,406.3080368,0.99984014
907,327.4621394,156.227407,0.999646902,332.7201271,410.3326921,0.999756336,515.1774071,153.6274838,0.999590993,512.6985478,406.3583157,0.99984026
908,327.4731951,156.2617846,0.999647141,332.7339077,410.2778311,0.999752283,515.1326141,153.5939782,0.999585748,512.7883697,406.3269451,0.999840677
909,327.4805188,156.2951244,0.999646783,332.7109594,410.3165179,0.999750257,515.145602,153.5470307,0.99958396,512.7555532,406.325892,0.999843299
910,327.4132736,156.2388215,0.999661922,332.6958494,410.3229431,0.99974829,515.172335,153.4844255,0.999586582,512.7272906,406.3112435,0.999839365
911,327.4247167,156.2754851,0.999658823,332.7448907,410.2921468,0.999757349,515.1723263,153.4813921,0.999585569,512.7224815,406.3170388,0.999839485
912,327.4566133,156.2807744,0.999652922,332.8005748,410.31192,0.999759912,514.0913596,153.2753558,0.999593616,512.7700953,406.309797,0.99984026
913,327.4562771,156.2714195,0.99964726,332.7936053,410.2834587,0.999757648,514.0889157,153.304956,0.999590993,512.7790842,406.2915792,0.999843419
914,327.444829,156.2685403,0.999637306,332.7425385,410.3374193,0.999756038,514.0698467,153.3231382,0.999587059,512.7721872,406.3046494,0.999843836
915,327.4246185,156.2571145,0.999637842,332.7444477,410.3198277,0.999759436,514.4926448,153.4259596,0.999655962,512.694236,406.2434738,0.999844313
916,327.4348664,156.2510179,0.999635339,332.7485943,410.3268803,0.999759555,514.4991294,153.4678316,0.999637663,512.6643496,406.2764993,0.999837458
917,327.4779375,156.2106912,0.999643326,332.7993011,410.3238146,0.999761522,514.5005796,153.2989764,0.999700785,512.6475098,406.2779357,0.999834359
918,327.4600611,156.1980299,0.999644816,332.8161898,410.3053411,0.999759793,514.349296,153.1882868,0.999689817,512.9229507,406.3490896,0.999832332
919,327.4562855,156.2200035,0.99964124,332.8041911,410.3326595,0.999761522,514.3579172,153.1690788,0.999694347,513.0242734,406.2962115,0.999830842
920,327.4466882,156.2174999,0.999641001,332.8831649,410.3947922,0.9997679,514.4756578,153.3697033,0.999684036,513.1256168,405.9832458,0.999837041
921,327.4722974,156.2267653,0.999639988,332.8528137,410.4029807,0.999768019,514.3946089,153.2134843,0.999703288,513.2614279,405.9757042,0.999846041
922,327.4589586,156.2671923,0.999637604,332.8554606,410.3930252,0.99976778,514.3105493,153.1821218,0.999717951,513.1982689,406.0590794,0.99984318
923,327.4620545,156.2265406,0.999633193,332.823173,410.346819,0.999768019,514.2714962,153.085248,0.999745488,513.2800994,405.953494,0.999854803
924,327.4589806,156.222851,0.9996292,332.8272524,410.353361,0.999770761,514.168817,153.2120543,0.999704361,513.2530956,406.1098037,0.999848723
925,327.4991159,156.2608502,0.999631763,332.7566404,410.315297,0.999766588,513.9953969,152.995069,0.999738932,513.243196,405.862574,0.999849856
926,327.4370885,156.2430793,0.99963516,332.7472858,410.3536576,0.999762774,514.0169314,153.0643992,0.999723911,513.3087976,405.8306087,0.999849677
927,327.4436226,156.2651946,0.999638796,332.7910233,410.3016247,0.999764502,513.8131833,152.8209124,0.999737382,513.3140574,405.8363057,0.999848962
928,327.4101381,156.2509229,0.999639392,332.7576427,410.3429132,0.999763012,513.7858357,152.9987788,0.999718785,513.203753,406.070363,0.999842644
929,327.4213855,156.2820912,0.999637783,332.7731295,410.2632257,0.999760389,513.829577,153.186533,0.999722183,513.220752,405.9586234,0.999847054
930,328.2385688,156.0038829,0.999767661,333.8476906,411.3447151,0.99980396,513.8704178,153.9558468,0.999779582,511.4664493,408.9592762,0.9993608
931,328.2268271,155.968626,0.999767065,333.8628969,411.3690979,0.999802232,513.9446373,153.9043088,0.999776542,511.380075,409.1336365,0.99935168
932,328.210371,155.9758549,0.9997679,333.8661232,411.3631638,0.999802709,513.8420525,153.9726796,0.999776959,511.231873,408.7362976,0.999396205
933,328.2578063,155.9774685,0.99977231,333.8339205,411.3246992,0.999800324,513.8189683,154.0263977,0.999761701,511.4787836,408.6343946,0.999416947
934,328.247448,155.9813452,0.999771595,333.8274732,411.3018712,0.999799371,513.9058337,153.9846935,0.999757349,512.0387232,408.2036004,0.999516487
935,328.209589,156.0039229,0.999767601,333.836597,411.3874832,0.999803782,513.9314632,153.8450546,0.999786854,511.8115125,407.9623437,0.999536812
936,328.1831207,156.0610032,0.999766767,333.7489986,411.3860965,0.999794662,514.0323753,153.873877,0.99978888,511.0173354,408.3051577,0.999448419
937,328.1421065,156.0993862,0.999768853,333.7769027,411.40413,0.999804199,513.9812973,153.9196119,0.999777794,511.3254676,408.0003428,0.999557018
938,328.1431551,156.1055756,0.999767482,333.7610722,411.4107938,0.999802053,513.969058,154.1737986,0.999752283,511.0975695,407.8942952,0.9995749
939,328.181025,156.1486974,0.999767542,333.7331767,411.4286422,0.999799252,514.1728044,153.7239099,0.999794245,510.9503999,407.225837,0.999583364
940,328.1071234,156.2022367,0.9997679,333.7467117,411.439438,0.999794185,514.2106934,154.1756973,0.999744534,511.7396169,406.8155124,0.99966538
941,328.1244078,156.2044363,0.999765158,333.7828326,411.4107261,0.999790609,514.0868696,154.2200837,0.999740481,512.1271935,406.5885479,0.999689162
942,328.1360521,156.2155008,0.999765813,333.8123622,411.3764382,0.999792218,514.029255,154.224988,0.999732852,512.7061145,406.2986975,0.999653697
943,328.0312753,156.3354654,0.999770939,333.7933326,411.3682628,0.999799013,514.2559668,153.9339819,0.999767005,512.4390285,406.4180906,0.999607146
944,328.0503688,156.2326488,0.999771297,333.7183309,411.3883215,0.999798954,514.5206852,154.0538139,0.99977231,512.9193568,406.0346611,0.999772549
945,328.0821505,156.2099524,0.999755263,333.7980514,411.3499514,0.99979341,515.2102051,153.9016638,0.99980998,512.174366,406.4987099,0.999744415
946,328.056047,156.1923604,0.999755502,333.8574829,411.3380883,0.999797225,515.5083292,154.0499182,0.999824286,512.1740294,406.52408,0.999736667
947,328.1546125,155.7893925,0.999698877,333.8081784,411.3318467,0.999796152,515.1877433,154.0382419,0.999827981,512.7850535,406.3675511,0.999765396
948,328.1194692,155.759449,0.999709606,333.7428932,411.3245504,0.999792576,515.1519989,154.0794358,0.999831557,511.8295569,406.6900907,0.999814272
949,328.1076536,155.7426968,0.99971509,333.7220144,411.2925283,0.999788642,515.2826833,154.1874542,0.999795437,511.7018909,406.5354407,0.999799371
950,328.0665631,155.7071533,0.999718368,333.6834912,411.3595586,0.999789715,515.3022724,154.1170945,0.999801636,511.7952857,406.3349459,0.99979955
951,328.1172738,156.0915327,0.99973321,333.7342191,411.3981698,0.999791026,515.1472543,154.2167306,0.999776721,512.042213,405.36996,0.99982208
952,328.1316032,156.1446595,0.999753594,333.6980515,411.4518842,0.999802351,515.070693,153.8893571,0.999829412,512.084147,404.8256418,0.999845624
953,328.2658873,156.7027311,0.999637663,333.7855182,411.3949491,0.999799252,515.1294217,154.3513885,0.999787807,512.0081782,404.231151,0.999819994
954,329.4531655,156.2104006,0.999252141,333.7495718,411.484094,0.999792933,515.0243165,153.4505124,0.999799609,512.1730764,404.0408389,0.999759495
955,329.4131875,156.0769596,0.999278426,333.6885715,411.5246829,0.999792695,514.8117857,153.459444,0.999818325,510.8422699,404.3157747,0.999792457
956,337.3273466,158.0188618,0.998088121,333.709332,411.5144384,0.99979496,515.1381523,153.5508976,0.999839187,510.8440619,404.3154074,0.999832094
957,337.2793882,158.0173748,0.998094916,333.728539,411.5036863,0.999791026,515.0658894,153.6177101,0.999827027,510.7923212,404.4549546,0.99982816
958,337.3760509,158.0271795,0.998114824,333.6773806,411.5071343,0.999787033,515.2417838,153.560246,0.999822378,510.5394421,405.051412,0.999795079
959,339.1832955,156.5818992,0.987652659,333.5386648,411.4795544,0.999788523,515.2163513,153.5773568,0.999841213,510.9363127,405.2078804,0.999825656
960,339.315954,153.9190478,0.982246995,333.4256945,411.1771421,0.999755383,514.5052743,154.8930085,0.999671817,511.9585299,405.4760807,0.999702454
961,340.1312215,154.4344419,0.963510513,333.4529152,411.186129,0.99975431,514.4804358,154.9319139,0.999684751,511.6802607,405.3302525,0.999682069
962,340.2648725,154.4847869,0.969174683,333.4534521,411.1838041,0.999755025,514.502166,154.9673721,0.999688685,511.6489115,405.4054985,0.999674559
963,341.3986968,155.2418463,0.991915822,333.4584231,411.1771932,0.999754429,514.4861151,154.8286496,0.999677539,511.8339653,405.4878597,0.999668241
964,341.6770612,156.1059496,0.991658211,333.4283614,411.1963719,0.999752939,514.7090516,154.9964799,0.999691606,511.9055743,405.4338348,0.999649048
965,339.6051365,154.7438966,0.995474696,333.4887109,411.2571978,0.999764204,514.7275867,155.0054791,0.99969089,512.0389776,405.3678164,0.99973774
966,339.5899432,154.5831925,0.995071173,333.4886489,411.2584854,0.999764264,514.7250218,155.0062398,0.999691129,512.0193524,405.4008249,0.999726772
967,340.6792945,154.0586065,0.995543242,333.5079713,411.2494216,0.999764204,514.7300094,155.0046139,0.999690771,511.9513035,405.6403071,0.999761045
968,340.7333398,154.2672721,0.995278835,333.413733,411.2656483,0.999761403,514.6884699,154.9722817,0.999693751,511.7571497,405.6225133,0.999770641
969,340.4605971,153.8983018,0.993517399,333.5501876,411.1979373,0.999771357,514.6685748,154.8908608,0.999688029,511.8373909,405.5187825,0.999769092
970,341.591333,150.7655525,0.994623601,333.5208302,411.1913953,0.999776125,514.6966989,154.8923599,0.99969089,511.829814,405.5075343,0.999769688
971,341.703786,151.457371,0.995978653,333.4630632,411.2138172,0.999766052,514.7028091,154.8550878,0.999690771,511.8368168,405.5023242,0.999769092
972,341.9992421,151.0891466,0.995555162,333.5127649,411.2430731,0.999762774,514.6666077,154.8983307,0.999696493,511.8934398,405.3914059,0.999752045
973,345.4337382,153.9458289,0.949325502,333.5141444,411.2033096,0.999766529,514.6758752,154.8385969,0.999696493,512.351665,404.864857,0.999718308
974,345.1166615,153.8913,0.945066869,333.5433211,411.1653201,0.999775112,514.6748719,154.8410537,0.999696493,510.9514661,405.5767522,0.999564469
975,352.4155784,155.6456053,0.976845741,333.702713,411.0679936,0.999788642,514.6773484,154.8321884,0.999696493,510.9152126,405.5910536,0.999521971
976,353.653815,155.9254816,0.978156567,333.8169618,411.0970083,0.999791622,514.6887159,154.8624995,0.999700189,510.5604625,404.9951727,0.999328434
977,352.6679363,154.9837462,0.97964704,333.3008609,410.4872876,0.999691725,514.708549,154.8331658,0.999705374,510.673264,405.1760111,0.999328792
978,352.1151245,155.1820013,0.983924747,333.8437834,411.1054946,0.999783039,514.7080071,154.8381572,0.999705017,510.6293392,405.1957003,0.999317169
979,351.9630127,155.3186477,0.981096685,333.7019849,411.1564507,0.999762535,514.7077624,154.840732,0.999705195,510.5965676,405.2326549,0.999319315
980,352.0137084,155.1271654,0.981701553,333.7844033,411.2774665,0.999758601,514.769804,154.7996681,0.999706566,510.5631275,405.152248,0.999366879
981,351.1863308,155.2555583,0.974278927,333.7726197,411.2314052,0.999760032,514.7480778,154.7752998,0.999708414,510.6527057,405.131503,0.999403417
