scorer,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000,DLC_resnet50_AppleMachineJan6shuffle1_10000
bodyparts,left_top,leftt_top,left_top,leftt_bottom,left_bottom,left_bottom,right_top,right_top,right_top,right_bottom,right_bottom,right_bottom
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2150,328.7705569,157.7437547,0.999596357,334.4608736,411.3523343,0.999793291,515.2720893,155.0585636,0.99969399,511.2247734,406.4556,0.99984169
2151,328.4343848,157.6851467,0.999670208,334.4440351,411.2824704,0.999791622,515.3074089,155.0819159,0.99969697,511.1860538,406.6150801,0.999834359
2152,328.3197618,157.7158111,0.999687076,334.3962588,411.3182355,0.999785542,515.3151987,155.0698197,0.999695897,511.6176109,406.8928392,0.999849081
2153,328.0224557,157.7546122,0.999711514,334.4690895,411.2676209,0.999782205,515.3227838,155.056549,0.999694705,511.572669,406.8578031,0.999841094
2154,328.0463204,157.7177236,0.999714136,334.6090407,411.2623984,0.99979496,515.3199207,155.0735722,0.999696553,511.7330136,406.996366,0.999842227
2155,328.0250125,158.0079226,0.999663889,334.5319672,411.265542,0.999796867,515.3222336,155.0667129,0.999696314,511.7932549,407.0961204,0.999851286
2156,328.0883718,157.9051269,0.999678493,334.4941063,411.2933823,0.999797583,515.3263919,155.0521339,0.999697208,511.8385863,406.8327925,0.999863744
2157,327.5484142,157.9886026,0.999681115,334.5101657,411.3997252,0.999804974,515.3403254,155.0443141,0.999697566,511.8443637,406.8001184,0.999870658
2158,327.5338225,157.9807709,0.9996804,334.5005136,411.3653144,0.999809444,515.3372149,155.0612383,0.999696136,511.5263209,406.5079284,0.999845743
2159,327.6061316,158.0638332,0.999672174,334.5501552,411.3315157,0.999812424,515.3355087,155.0738058,0.999696732,511.0855412,406.3828378,0.999814808
2160,327.6717992,157.901189,0.999640226,334.1816721,411.3523178,0.99979341,515.0806543,155.3014761,0.999732137,511.8866925,406.0749269,0.999821186
2161,327.8301919,157.895466,0.999622405,334.2364221,411.3073754,0.999795794,515.0118329,155.3571108,0.999734282,511.8004103,405.6236906,0.999806404
2162,327.8779409,157.8842916,0.999623537,334.1960931,411.3193107,0.999796867,515.0771121,155.3646635,0.999733567,511.739584,405.6139321,0.999813437
2163,327.7950919,157.8706287,0.999653101,334.2120304,411.2865094,0.999792218,515.0620722,155.3602044,0.999733686,511.8457303,405.7027224,0.999809861
2164,327.923928,157.9501641,0.999643266,334.1405559,411.2951967,0.999788702,515.0650099,155.3943939,0.999735773,511.7864628,406.0015247,0.999823034
2165,328.008954,158.0077653,0.999650776,334.1521196,411.2458932,0.999781549,515.0213181,155.3741927,0.999732614,511.6714625,405.725787,0.999812603
2166,328.0172043,158.0268729,0.999645114,334.1248498,411.2646492,0.999782681,515.0313167,155.3836235,0.999732375,511.6416569,405.8602743,0.99981761
2167,328.2300453,157.9884317,0.99963367,334.111372,411.2531865,0.999782562,515.0208022,155.3820511,0.999732494,511.6413097,405.8604269,0.99981761
2168,328.2915502,158.0254912,0.999607384,334.1310821,411.2092751,0.999783516,515.0686106,155.3261496,0.999731064,511.8657842,405.9165567,0.999821842
2169,328.5918179,157.979278,0.999563694,334.1981058,411.1903222,0.999784708,514.9959025,155.405554,0.999733567,511.8645248,405.7858824,0.999812543
2170,328.5485482,157.9567763,0.99957335,334.2074399,411.1855516,0.999784172,515.0016994,155.4066076,0.999733329,511.8710504,405.7626644,0.999813855
2171,329.0798125,157.9733957,0.99944067,334.2316203,411.210748,0.999786496,514.998841,155.410279,0.999733806,511.5773082,406.2122223,0.999800622
2172,329.1941276,157.9816221,0.99940598,334.2441688,411.1950582,0.999784708,515.1425098,155.3447799,0.999737144,511.9643259,405.8647861,0.999808371
2173,331.6163106,156.7544808,0.999223292,334.2586708,411.1928658,0.99978435,515.3252372,155.0135365,0.999720573,511.9454398,406.0142078,0.999794066
2174,331.6470823,156.885941,0.999117851,334.2372727,411.1743964,0.999787927,515.3238013,155.0103263,0.999720395,512.0628307,405.950471,0.99975729
2175,330.7129855,157.906918,0.998760283,334.2442837,411.1296685,0.999790668,514.8988763,155.3331921,0.99973464,512.1374333,405.8226234,0.999761462
2176,329.8911099,156.8461609,0.998931289,333.6513834,411.0216368,0.999790311,515.2154326,154.5415828,0.999700546,513.948457,405.0357707,0.999829292
2177,328.69944,156.2858205,0.999175727,333.6761131,411.1210579,0.999781609,515.2186125,154.675346,0.999701142,513.2819448,405.2135676,0.999832869
2178,328.5212655,156.4226251,0.999265432,333.6639619,411.1312503,0.999781072,515.0877967,154.6031209,0.999700904,513.1591368,405.2099646,0.999832034
2179,325.8434272,158.8080726,0.999419808,333.8812575,411.0776777,0.999786377,515.1264844,154.4307603,0.999689221,513.1506345,405.1779264,0.999840796
2180,325.6214401,158.9001255,0.999274492,333.7492418,411.2047222,0.999779105,515.28541,154.5025601,0.999670327,513.1729586,405.1195706,0.999838233
2181,327.7065876,157.5758963,0.999871969,333.845108,411.2294317,0.999805331,514.7015632,154.6582961,0.999696612,513.4604256,405.0400459,0.999836445
2182,327.888366,157.553793,0.999866843,333.6649485,411.3465344,0.999801874,515.4030409,154.169528,0.999657452,513.8326237,405.7007638,0.99986738
2183,328.1499724,156.4269319,0.999807835,333.8653059,411.253368,0.99981308,514.7543614,154.8440921,0.999700069,513.8262565,406.3070064,0.999872088
2184,327.9432011,156.6956663,0.999815822,333.7907805,411.18219,0.999786317,515.5406381,154.4599403,0.999677181,513.9070799,406.3196473,0.999872327
2185,328.1000066,156.7197752,0.999804497,333.7801895,411.2484468,0.999792099,515.7329653,154.1836709,0.999661326,513.8640563,406.223351,0.999883115
2186,328.0902686,156.6700616,0.999807477,333.7908311,411.2369058,0.999791145,515.4732288,154.4945409,0.999676108,513.9773712,406.0260344,0.999880314
2187,328.0727429,156.6877971,0.999804556,333.7816186,411.2477705,0.999791861,515.7400652,154.1909114,0.999660134,513.8785205,406.1470308,0.999882579
2188,328.0802512,156.7028313,0.999805331,333.777914,411.3196681,0.999790907,515.5829543,154.5232569,0.999690294,513.7308445,405.7752533,0.999867141
2189,328.3167596,156.5520196,0.999795556,333.676744,411.423223,0.999786019,515.8189689,154.0973738,0.999668062,513.5744884,406.1897893,0.999873281
2190,328.33957,156.5353565,0.999794364,333.6710072,411.428671,0.999788523,515.6369904,154.4891896,0.9996804,513.7894681,406.0067699,0.999871016
2191,328.3331823,156.4589109,0.999808788,333.8220921,411.3800485,0.999795079,515.5036002,154.4638584,0.999687314,513.8974531,405.936408,0.999871612
2192,328.2894979,156.457767,0.999820292,333.9173756,411.3419468,0.999802947,515.4148103,154.6110462,0.999705672,513.7690547,405.8816212,0.999874949
2193,328.3567491,156.4603567,0.999815822,333.8644648,411.3582288,0.999794781,515.1716776,154.6560538,0.999694467,513.6942379,405.8214304,0.999878168
2194,328.2808933,156.4620333,0.999818563,333.8671803,411.3517298,0.999794126,515.1657133,154.6314952,0.999694109,513.6856575,405.8149551,0.999877691
2195,328.2778058,156.4750409,0.999818444,333.8312564,411.3470899,0.99979496,515.3074549,154.7140652,0.999698997,513.7320993,405.92792,0.999872267
2196,328.2759109,156.4545336,0.999821186,333.8251314,411.3494577,0.999796987,515.2472179,154.3298025,0.999677956,513.7302957,405.9985465,0.999875426
2197,328.3013868,156.406796,0.999811471,333.8516855,411.2813892,0.999801159,515.0845813,154.1916013,0.999666989,513.7252524,406.2402651,0.999872923
2198,328.293633,156.3963122,0.999809563,333.8539906,411.3030134,0.99980104,515.0912808,154.1975095,0.999667883,513.7749701,406.2669313,0.999872446
2199,328.2376199,156.3935533,0.999815106,333.910367,411.2753645,0.999805331,515.208321,153.1324501,0.999685168,513.8050632,405.9259793,0.999863446
2200,328.2684765,156.3985009,0.999818444,333.8897452,411.2541284,0.999804378,515.2725154,153.4249907,0.99970901,513.7206049,405.8932533,0.999870181
2201,328.301446,156.3338337,0.999806881,333.8380079,411.2632071,0.99980247,515.2938621,153.3701763,0.999711692,513.6326473,405.8929187,0.99986732
2202,328.3434544,156.3558493,0.999804497,333.891263,411.2641998,0.999801755,515.1741362,153.3952599,0.999693274,513.6411347,405.777895,0.999864042
2203,328.2973433,156.3739223,0.999803424,333.904048,411.2613899,0.999802828,515.3372748,153.3591475,0.999694526,513.4409852,406.1917803,0.999853969
2204,328.2537284,156.4504986,0.999808252,333.9035358,411.2549376,0.999792755,515.0977285,153.5770035,0.999665022,513.3853283,406.0051539,0.999857426
2205,328.2567348,156.4408813,0.999812603,333.8977704,411.2656385,0.999792397,515.1977202,153.1406822,0.999721467,513.2683403,406.2785797,0.99985373
2206,328.3044143,156.4960299,0.9998101,333.8864918,411.270636,0.999791741,515.2837481,153.1112914,0.999716997,513.2337594,406.3122511,0.999855399
2207,328.3594575,156.4443402,0.999809742,333.8847489,411.2632047,0.999791503,515.2088799,153.2117882,0.99971807,513.2686975,406.6830645,0.999823332
2208,328.2472939,156.4241142,0.999807596,333.9086604,411.3001568,0.999798656,515.2526667,153.2129307,0.999712467,513.5049365,406.4179325,0.999838173
2209,328.1724396,156.4406624,0.99980402,333.8483729,411.3057947,0.999793768,515.1294781,153.2511654,0.999703526,513.2122836,406.3340898,0.999837518
2210,328.0648532,156.4689102,0.999816179,333.8702021,411.2792068,0.999791682,515.1460159,153.3495717,0.999695659,513.1053376,406.3128774,0.999833286
2211,328.1178274,156.4321585,0.999804854,333.8870416,411.3006057,0.999794245,515.1916122,153.150208,0.999721885,512.9851751,406.3115239,0.999834359
2212,328.0916338,156.5129461,0.99980545,333.9042382,411.2559565,0.999787986,515.143553,153.3933706,0.999638975,513.4177964,406.1238701,0.999843597
2213,328.1350598,156.5571852,0.999807179,333.8751864,411.2291955,0.999781728,515.1148027,153.0115094,0.999702692,513.2011619,406.1353352,0.999833465
2214,328.1357813,156.5865636,0.999807715,333.8503351,411.2341747,0.999781847,515.2051881,152.9963465,0.999689877,513.2072961,406.1427178,0.999835849
2215,328.1435246,156.5451565,0.999804497,333.8500156,411.1618732,0.999777436,514.9265006,152.8267365,0.999694943,513.3009026,406.1296,0.999832153
2216,328.2361493,156.5504298,0.999793053,333.7715893,411.2322759,0.999776602,514.9131035,152.7309723,0.999683142,513.5254152,406.277683,0.999835253
2217,328.2521815,156.4699349,0.999779463,333.7456603,411.2193797,0.999776721,514.8936713,152.7393651,0.999684334,513.43448,406.3931847,0.999832869
2218,328.2619095,156.4992442,0.999772191,333.7313976,411.2259493,0.999778092,514.9004302,152.8531046,0.999658704,513.4585373,406.3273227,0.999833584
2219,328.1733875,156.3886867,0.999791741,333.7289987,411.2133666,0.999774575,514.9200346,152.7369347,0.999679804,513.3131316,406.7390738,0.999822736
2220,328.2172232,156.3650246,0.999810815,333.7784767,411.1818401,0.999795437,515.4311065,153.3559332,0.999734223,512.7369702,406.799521,0.999842286
2221,328.249455,156.2592735,0.999797106,333.6040668,411.2652212,0.999783218,515.3757963,153.3863759,0.999735296,512.9937248,406.709552,0.999840856
2222,328.2366138,156.2573295,0.999798,333.5877442,411.2706216,0.999780655,515.4133936,153.4293466,0.999732018,512.8106489,406.5794692,0.999835968
2223,328.249207,156.2779741,0.999794364,333.5667777,411.2869954,0.999780715,515.3597644,153.3570099,0.999734044,513.040796,406.6192632,0.999852896
2224,328.2781382,156.2588711,0.999794722,333.5355492,411.2211879,0.999772668,515.4291373,153.3846879,0.999738216,513.1595428,406.4622817,0.999857605
2225,328.2984118,156.178072,0.999792457,333.5403886,411.2644526,0.999763072,515.2153211,153.4152613,0.999733627,513.1819413,406.2289619,0.999857545
2226,328.3717089,156.195888,0.999783099,333.5396552,411.3276343,0.999759674,515.3779469,153.5041966,0.99973762,513.2251759,406.1488574,0.999864936
2227,328.3416085,156.1815243,0.999774814,333.6264324,411.3155826,0.999766052,515.3804584,153.5019121,0.999737382,513.216531,406.1141601,0.999864101
2228,328.402174,156.1381993,0.999776304,333.696846,411.2467942,0.999769211,515.0830044,153.7436848,0.999676585,513.2518415,406.1282353,0.999866724
2229,328.2639465,156.1512241,0.99977386,333.6575327,411.3656651,0.999765038,515.4270554,153.5523758,0.999725223,513.1833518,406.1683407,0.999867201
2230,328.275774,156.1495872,0.999774098,333.6736789,411.3678343,0.999765813,515.4203911,153.513001,0.999726772,513.1684523,406.1815574,0.99987042
2231,328.265265,156.1516118,0.999773979,333.6499138,411.396858,0.999775469,515.3930944,153.571372,0.999722123,513.1622279,406.1930585,0.999870181
2232,328.2691431,156.0474372,0.999782562,333.6881533,411.2487724,0.9997679,515.4074904,153.4179983,0.999737263,513.0925262,406.2061405,0.999858975
2233,328.4117393,156.1160793,0.999774098,333.6816506,411.2697793,0.999769092,515.5763625,153.3604231,0.999768078,513.2728553,406.1489375,0.999870777
2234,328.4235163,156.1354079,0.999774814,333.6823893,411.2895932,0.999769449,515.5802084,153.3635678,0.999767423,513.258579,406.1648133,0.999870658
2235,328.4213467,156.138567,0.999775231,333.6904874,411.252258,0.999766827,515.5700189,153.3673124,0.99976784,513.2593203,406.1669908,0.999870598
2236,328.4357405,156.1939969,0.999777794,333.8085742,411.2471949,0.999773443,515.2053295,153.1018796,0.99976033,513.0470965,406.2718921,0.999858975
2237,328.4685955,156.1600533,0.999778628,333.9451189,411.1985496,0.999779999,515.420287,153.1283655,0.999778867,512.9788511,406.5224054,0.999855697
2238,328.3679814,156.1434331,0.999790788,333.9431543,411.2087866,0.99977982,515.4266466,153.1267457,0.99977839,512.9787982,406.5212133,0.999855518
2239,328.4387355,156.1660094,0.999783635,333.9307628,411.2656718,0.999781549,514.9706024,154.2028441,0.999733567,513.3408773,406.4511807,0.999863148
2240,328.4270186,156.1895018,0.9997738,333.9287472,411.170462,0.999784946,515.2721457,153.2825842,0.99979341,513.3431118,406.4416549,0.999863267
2241,328.3431344,156.1758137,0.999782324,333.7697954,411.2084373,0.999772191,515.3804133,153.2473235,0.999792278,513.3326366,406.4419799,0.999864221
2242,328.3934836,156.2399979,0.999789238,333.7020764,411.3039722,0.999774218,515.2311639,153.7577763,0.999763727,513.3461373,406.5796201,0.999865174
2243,327.7551622,156.7433252,0.999862015,334.0120521,411.2825995,0.999744773,515.0635206,155.9775271,0.99973166,510.5559678,408.6075892,0.999535143
2244,327.6658926,156.700232,0.999847412,333.8813004,411.4332294,0.999729276,514.9780707,156.0069989,0.999722481,510.7171421,408.3133993,0.999651551
2245,327.680186,156.6929603,0.999849021,333.8746338,411.4321125,0.999724388,514.7980206,155.8844071,0.999729037,510.5699606,408.2299156,0.999653757
2246,327.6224699,156.6681848,0.999845266,334.0341096,411.4219999,0.999720454,514.9431695,156.0286064,0.999724627,510.4965816,408.1792059,0.999654174
2247,327.6597259,156.7537246,0.999855757,333.9658232,411.3816406,0.999744356,514.6252228,155.9599678,0.999735653,510.2959905,408.7913775,0.999535918
2248,327.5713792,156.6309667,0.999838948,334.0143809,411.4270886,0.999740243,514.9886339,155.731548,0.999734282,510.3847775,408.3889399,0.999630988
2249,327.5613196,156.6317372,0.999838829,334.0219107,411.4373982,0.999739647,515.0228677,155.7359456,0.999732971,510.3141437,408.3971682,0.999617696
2250,327.5783372,156.6505079,0.999839544,334.0210695,411.4713427,0.99974227,515.0233485,155.7375144,0.999733031,510.3387027,408.4347243,0.999618828
2251,327.7074759,156.5218034,0.999850988,334.124207,411.3903063,0.999748707,514.7430341,155.9852361,0.999740303,510.0672784,408.6476903,0.999542058
2252,327.6840606,156.4670539,0.999836266,334.1524496,411.3766324,0.999728799,515.0473772,155.9450174,0.999725878,510.2258835,407.8340209,0.999677181
2253,327.6360006,156.7880826,0.999832034,334.1657405,411.3918983,0.999729097,515.0551012,155.9285002,0.999725819,509.8559051,408.4412694,0.999606133
2254,327.6621702,156.7990136,0.999830246,334.1670804,411.3933029,0.999729395,515.0549605,155.937566,0.999726176,509.591342,408.9883337,0.999503016
2255,327.8208849,156.8093014,0.999832392,334.1967235,411.3210552,0.999745727,514.6980515,156.0951562,0.999744117,510.2518139,408.4271812,0.999672532
2256,327.7757568,156.8927617,0.999816477,334.1664038,411.4193127,0.999734282,515.0327113,155.9997498,0.999736309,509.9733381,408.053194,0.99975729
2257,328.1092081,157.7637873,0.999834895,334.0996609,411.3345214,0.999737084,515.0222598,156.0069361,0.999735475,508.8920503,408.5678968,0.999562263
2258,328.2318554,157.6998229,0.999843538,334.0806012,411.2752886,0.999745727,514.9011843,155.7998307,0.999742925,509.8880129,408.4864373,0.999678373
2259,327.0949495,157.9842081,0.99990809,334.0510807,411.2323205,0.999747515,514.6251742,156.0964201,0.99974215,509.4554391,407.9108474,0.999623477
2260,327.2330608,157.9175014,0.999890208,333.9215326,411.3054489,0.999742627,515.3865721,155.7238873,0.999732018,510.7385302,407.7904086,0.999773741
2261,327.0121701,154.4000196,0.999799311,333.9690995,411.2720007,0.999752283,514.9734954,155.9513112,0.999737024,511.0751038,407.6207459,0.999829292
2262,327.5058153,154.4834404,0.999741197,334.028358,411.239836,0.999746978,515.2265273,155.8408134,0.999742687,511.1538806,407.4145646,0.999872684
2263,328.7350044,157.0770254,0.999313712,334.0163093,411.2641094,0.999758244,514.9824191,156.0393994,0.999749303,511.4451632,408.010664,0.999850988
2264,329.0839882,157.4332514,0.999250174,334.014473,411.2858707,0.999740362,514.9420656,155.5644057,0.999745548,511.3867359,408.0605726,0.999814808
2265,328.3763928,158.3308902,0.998544097,334.0114622,411.31169,0.999739885,514.9337128,155.5626281,0.999745965,511.1928453,407.7678604,0.999823928
2266,328.6675572,158.2114902,0.998734593,334.0054183,411.2787128,0.999747813,514.7825068,156.1292203,0.999758482,511.2033262,407.5620811,0.999808311
2267,327.0524483,157.2587614,0.992355585,333.9956374,411.2484226,0.999750793,514.8153951,156.0373162,0.999759853,511.0389991,407.137876,0.999843001
2268,327.9239216,157.6069493,0.994707048,333.9748583,411.2496223,0.999740243,514.9771109,155.8042186,0.999762475,511.0685525,407.2231343,0.999860764
2269,327.898447,157.80795,0.993518591,334.0479684,411.2519066,0.99973321,515.4534494,155.3520609,0.999751925,510.8286228,406.9001513,0.999862909
2270,328.444587,157.3736725,0.993830144,333.9712949,411.2640885,0.999733448,516.2179724,154.8043388,0.999723315,511.1007867,406.9199739,0.999877095
2271,327.701251,157.3302484,0.993584752,334.1183739,411.259231,0.99972713,515.5861675,155.5031019,0.999752522,511.0891781,406.9242301,0.999877214
2272,329.789597,156.7477096,0.996061921,334.09693,411.3233498,0.999731302,515.505769,155.6561964,0.999683022,511.4320107,406.8678529,0.99987781
2273,328.1066504,155.595643,0.996246457,334.1009965,411.346965,0.999731719,515.4993568,155.6604894,0.999686241,511.4207597,406.8539162,0.999879122
2274,328.1674633,155.9418001,0.996711254,334.0439,411.3728001,0.999730349,515.4998736,155.6614448,0.99968636,511.4289522,406.8491106,0.999878168
2275,328.9205027,158.0604718,0.997676611,334.067533,411.3625891,0.999736607,515.738687,155.2365298,0.999667764,511.4759374,406.945205,0.999876499
2276,328.8983722,158.1132097,0.99781543,334.0687437,411.4343736,0.999732256,515.558489,155.1630509,0.999677777,511.6392522,407.1562028,0.999879122
2277,328.2855432,157.657598,0.997002482,334.0659604,411.4376169,0.999734461,515.6685726,155.0871599,0.999679744,511.7387409,406.643508,0.999889493
2278,327.794302,157.5534,0.996628106,334.0758224,411.4650565,0.999733806,515.6517383,155.0725847,0.999680817,511.4418106,406.8501563,0.999878824
2279,330.5871134,157.5582771,0.992945194,334.0829568,411.4950969,0.999743462,515.7526821,155.0219873,0.999683022,511.4417801,406.599628,0.999880493
2280,332.4826174,157.1182102,0.994296014,334.0880289,411.5188102,0.999757648,515.5471136,155.3510955,0.999706507,511.724956,407.022748,0.999866843
2281,334.7041907,157.5066845,0.99915266,334.0216742,411.4667979,0.999750257,515.5315512,155.3147978,0.999703526,511.5066433,406.5884802,0.999859691
2282,334.7493587,157.1908765,0.999174178,334.0201459,411.4696674,0.999746501,515.5312739,155.3173742,0.999703765,511.1684608,406.9050498,0.999839306
2283,335.4295464,156.7836182,0.99940896,334.0154395,411.5046634,0.999750257,515.5318211,155.3137835,0.999703646,511.0007186,406.7534871,0.999839604
2284,335.4403334,156.8561406,0.999399304,334.0116534,411.4807361,0.999743938,515.4730252,155.3052694,0.999697387,511.4195595,406.5146523,0.999813318
2285,333.8868399,157.1001521,0.999140978,333.9043369,411.4904431,0.999749184,515.7036569,155.0590312,0.999689817,511.3067627,406.6589878,0.999815822
2286,333.0675817,156.5152788,0.99882412,333.9127698,411.4866272,0.999750078,515.6573273,155.1491738,0.999694467,511.34552,406.4134271,0.999831796
2287,335.4232273,156.213614,0.998826385,333.9958997,411.4890645,0.99975419,515.6058748,155.1527755,0.999689221,511.381248,406.3981073,0.999831438
2288,335.0432239,156.3309889,0.998735189,334.0370607,411.476674,0.999765754,515.8977342,154.7011565,0.999661088,511.2496877,406.0057409,0.999847114
2289,330.1287155,156.7382801,0.998636901,334.0361104,411.4390979,0.999762177,515.8644024,154.8204522,0.999668598,511.4243131,406.6363201,0.999841928
2290,329.871295,156.5575401,0.998803377,334.037323,411.433189,0.999762833,515.8467824,154.8056884,0.999668956,511.7368364,406.6112542,0.999850571
2291,329.7542052,156.5230719,0.999048114,334.0116644,411.4927353,0.999765635,515.8689318,154.8142395,0.999669552,511.2435741,406.5933328,0.999837995
2292,329.4516177,156.6237532,0.999277711,334.0144658,411.4744253,0.9997679,515.8368051,154.8841954,0.999658465,511.8752952,405.8320639,0.999816716
2293,329.1385126,156.4088038,0.999356747,334.0823107,411.4686173,0.999772191,515.7397905,154.8583816,0.999651909,511.4466748,406.4913528,0.999833584
2294,329.0127096,156.6901467,0.999370456,334.108408,411.4518809,0.999771953,515.7365526,154.85208,0.999651968,511.4818635,406.4669209,0.999834538
2295,328.8584538,156.7328037,0.999427676,334.1093111,411.4460873,0.999771059,515.6817809,154.8731015,0.999647915,511.4790893,406.4638791,0.999834538
2296,328.9519897,156.6768709,0.999292135,334.2107453,411.3471872,0.999782741,515.954964,155.0037585,0.999661446,511.1657887,405.7308638,0.999809027
2297,328.5578876,156.688914,0.99939996,334.2343197,411.3205742,0.999788404,515.8206317,155.0983264,0.999672055,511.5615635,405.6060411,0.999813735
2298,328.4874377,156.6504294,0.999407649,334.2162981,411.3380478,0.999786019,515.8245635,155.0649427,0.999674678,511.5615826,405.6061836,0.999813795
2299,328.4278321,156.6500167,0.999421835,334.2385468,411.3210299,0.999786854,515.836983,155.1324803,0.999674916,511.7226739,405.5377588,0.999814749
2300,328.3970408,156.5980292,0.999465823,334.252995,411.2653456,0.999790192,515.9707477,154.9126036,0.999663115,511.8135486,405.583315,0.999816537
2301,328.0877824,156.5611151,0.999570191,334.2438464,411.2608538,0.999790192,515.8687443,155.0115423,0.999689102,511.7885427,405.4896222,0.99981463
2302,328.0684705,156.6486071,0.99955076,334.2485304,411.2421501,0.999788523,515.8680262,155.0113106,0.999689102,511.6202731,405.5427639,0.999810457
2303,327.8962686,156.8980742,0.999547184,334.2514396,411.2624486,0.99978888,515.8739818,155.0123594,0.99968946,511.6206799,405.5405232,0.999810398
2304,327.6839917,156.9986631,0.99955833,334.23457,411.2720336,0.999789715,515.4750655,154.9480468,0.999709368,511.3545051,405.5611351,0.999791145
2305,328.0206127,157.0917901,0.999565184,334.2538109,411.2619907,0.999788165,515.3743474,154.8316984,0.999698937,511.2444448,405.5791173,0.99978441
2306,328.3745184,157.2439808,0.999480128,334.2477579,411.2624865,0.999788642,515.3747028,154.8328099,0.999698997,511.2438431,405.5782521,0.999784529
2307,328.5915117,157.2620243,0.999477386,334.2581606,411.2700198,0.999789238,515.3679574,154.8329356,0.999698639,511.2415299,405.5766256,0.999784589
2308,328.8170071,157.3973604,0.999439955,334.2595978,411.277926,0.999789,515.3511748,154.8941424,0.999717116,511.0429106,405.6845728,0.9997859
2309,328.7207527,157.410943,0.999512494,334.2030077,411.3414674,0.999788463,515.3625138,154.927579,0.99971801,511.021739,405.8254656,0.999789834
2310,328.6786251,157.3644489,0.999534726,334.2188787,411.3576957,0.999789476,515.3615735,154.9268836,0.999717891,511.0232377,405.8411481,0.999793291
2311,328.684073,157.3831253,0.9995538,334.2140884,411.350396,0.999788404,515.3631104,154.9258246,0.999717951,511.0389538,405.8237193,0.999789655
2312,328.7468815,157.4179008,0.999527931,334.1013279,411.3863103,0.999793589,515.2780411,154.9188188,0.999720693,511.0294814,405.7654324,0.999786973
2313,328.7522988,157.3663566,0.999547839,334.1166306,411.3239785,0.999785662,515.4090946,154.79676,0.999696672,511.0853529,405.8103797,0.999805808
2314,328.7644506,157.3835585,0.999534965,334.1380477,411.3114194,0.999787092,515.4086451,154.7917974,0.999696493,511.087327,405.8264244,0.999805927
2315,328.7498393,157.4186476,0.999554515,334.2076416,411.3254442,0.999796987,515.4103994,154.7955253,0.999696612,511.0845103,405.8136501,0.999806046
2316,328.8875194,157.4157003,0.999500692,334.193922,411.3390023,0.999799371,515.5332665,154.8050109,0.999705672,510.7937589,405.877183,0.999785364
2317,328.8890419,157.4541388,0.999448955,334.1917148,411.3375775,0.999796391,515.4283988,154.7353745,0.999706507,510.9487267,405.8521634,0.999799252
2318,328.7838516,157.3966724,0.999521971,334.1756549,411.3610501,0.999795794,515.428969,154.7352842,0.999706268,510.9106646,405.7633495,0.999725401
2319,328.7080836,157.2595148,0.999459386,334.1576514,411.3578032,0.999796391,515.4234442,154.7394675,0.999706626,511.1856918,405.8479649,0.999798059
2320,328.9694076,157.3832046,0.999256253,334.1483235,411.3587117,0.99979651,515.4252419,154.8809427,0.999713898,511.1862078,405.7903646,0.999794602
2321,328.7660637,157.3026532,0.9993577,334.2528281,411.3371598,0.999795675,515.3719274,154.8772032,0.999711156,511.4553127,405.8576332,0.999797583
2322,329.0630093,157.5905528,0.999304533,334.2461896,411.3314391,0.999796629,515.3664495,154.8780985,0.999710679,511.4663649,405.8599226,0.999797642
2323,329.0707207,157.5521053,0.999286652,334.2735143,411.2762599,0.999793768,515.3678802,154.8771108,0.999711037,511.404489,405.753646,0.999812484
2324,329.1393356,157.5038701,0.999295115,334.3682723,411.2518511,0.999796152,515.424844,154.9031967,0.999710917,511.2996011,405.9049175,0.999804258
2325,329.0574598,156.7380485,0.999283671,334.3638549,411.2380655,0.999795198,515.357324,154.8754706,0.999710739,511.1047864,406.6149478,0.999733031
2326,328.9459376,156.8638798,0.999244511,334.365334,411.2357618,0.999795198,515.3575939,154.8808827,0.999710798,511.4602957,406.5526888,0.99982667
2327,324.6231372,155.8966634,0.999382079,334.3682494,411.2355535,0.999795198,515.3549812,154.8843609,0.999710798,511.6978736,406.8362584,0.999845266
2328,324.7520359,155.8815105,0.999384344,334.3713984,411.2363187,0.999796152,515.4103174,154.9087971,0.999714732,511.7612019,406.8871832,0.999858737
2329,325.6356676,157.8985276,0.999473512,334.2725816,411.1546679,0.99979037,515.3590741,154.8663685,0.999711454,511.854528,406.771672,0.99982512
2330,325.2000201,158.2271519,0.99949044,334.2627778,411.1889925,0.999786556,515.3555883,154.8660938,0.999711037,512.4726427,407.0828066,0.999827266
2331,328.666482,156.7764864,0.999829412,334.253541,411.249434,0.999786019,515.3621367,154.8511696,0.999710798,512.9518993,407.3460917,0.999813557
