apple_x,apple_y,apple_p
345.1305017,280.093482,0.999957561
345.140358,279.9680841,0.999981761
344.8953779,279.7652354,0.999983788
344.8843694,279.7442303,0.999984384
344.8675718,279.7361462,0.999985039
344.4914951,279.4002275,0.999995232
344.4246292,279.3778939,0.99999547
342.6971405,278.970644,0.999998808
342.585223,278.8887668,0.999998808
340.3047546,276.3189264,0.999999642
340.2858554,276.3152276,0.999999523
336.884217,274.8017526,0.999999285
336.7435043,274.5989435,0.999999285
335.0244718,273.7451191,0.99999547
335.0270295,273.7061336,0.99999553
327.9238331,273.1511655,0.999991536
327.7778618,273.6994925,0.999986291
317.2402821,272.710171,0.997845888
316.797432,272.5665307,0.999609768
305.0049586,264.0510266,0.999659181
305.0088294,264.0298374,0.999655724
246.334285,229.1206079,3.04E-05
246.2157562,229.0774536,1.78E-05
214.0707729,197.1054211,1.33E-05
229.9883243,211.2956043,1.27E-05
339.4391653,284.2958299,3.82E-05
341.0203164,277.6736957,0.000114709
341.0568912,277.5436416,0.000126213
341.033199,277.6209975,0.000125676
340.8889046,277.3490189,0.000149757
340.945759,277.3527018,0.000156283
340.98672,277.2942985,0.000151843
341.0088297,277.3527417,0.000156969
0.866654873,1.082326651,0.000164866
0.880156994,1.074742079,0.000167012
-0.428390026,0.59600544,0.000247061
-0.342881203,0.536757946,0.000254124
340.824049,277.1435951,0.000163734
340.8811173,277.2095016,0.000150174
340.8865708,277.2149725,0.000146478
340.8753046,277.2226555,0.000148267
340.8089024,277.1360122,0.000153273
340.8495128,277.2791799,0.000165045
340.8461683,277.2869658,0.000164479
340.8473504,277.2647976,0.000154912
340.8122476,277.188797,0.000152081
340.8569036,277.258545,0.00015685
410.9188929,283.0532473,0.99999094
404.8597329,282.3257004,0.999999523
404.7751247,282.3703843,0.999999523
399.9672098,282.449388,0.999999762
400.0267274,282.5044036,0.999999762
396.0184463,282.0496469,0.999996424
395.862409,282.0282726,0.999996424
389.5976514,282.428043,0.999999464
389.4306221,282.4472141,0.999999404
384.3061044,282.8665017,0.999999762
383.9288726,282.8135251,0.999999702
380.3984018,282.1942539,0.999997735
380.2246196,282.0855994,0.999997914
378.3179319,281.9427614,0.999997377
378.3114845,282.0808353,0.999996901
378.0545189,282.2952614,0.999995589
378.1672841,282.3196106,0.99999547
378.2622288,282.5322762,0.999995232
377.9965427,282.5214057,0.999995112
378.505936,282.6578741,0.999994755
378.5957503,282.653398,0.999995053
378.3744602,282.6215729,0.999994278
378.2578311,282.4083252,0.999994278
378.3322082,282.4023418,0.999994397
378.3316674,282.407542,0.999994636
378.397665,282.4465286,0.999994516
378.4796534,282.502028,0.999994278
378.4695921,282.6131279,0.999993086
378.5906544,282.6184639,0.999992311
378.1499496,282.8726484,0.999993801
377.9792233,282.8364043,0.999994636
377.9762344,282.7659283,0.999994457
377.8960185,282.672619,0.999994636
378.0281315,282.4984363,0.999994993
377.9374309,282.6489254,0.999995351
377.5247316,282.8086061,0.999995232
377.6462011,282.7615572,0.999994934
377.0697665,282.549156,0.99999547
376.9184904,282.5591223,0.999996066
376.9619784,282.7790844,0.999996781
376.915309,282.7145379,0.999996901
376.9091763,281.8987963,0.999996483
376.9055862,281.7083893,0.999996185
376.8704467,280.914463,0.999996185
376.9655337,281.9883499,0.999996126
377.2312593,281.9687769,0.999996543
376.924799,282.0987813,0.999997258
376.5327263,282.1193402,0.999997497
376.2024684,282.169717,0.999997973
375.3270199,280.759099,0.999998987
375.4349146,280.7300372,0.999998868
373.3087372,278.2273846,0.999999821
373.2721869,278.2320731,0.999999881
371.4315664,277.0240287,0.999999881
371.4305173,277.0220481,0.999999881
367.2942176,275.3751152,0.999999642
367.2711253,275.3620248,0.999999583
357.558973,271.0661306,0.999996126
357.3605766,271.1878562,0.999996185
343.188766,264.7655554,0.999997854
343.115802,264.8330388,0.999997854
315.2747741,244.8849298,0.999991238
315.479472,245.1129402,0.999989867
281.2479043,185.3596151,0.999956727
281.2674246,185.3823993,0.99995923
238.0730977,120.4303219,0.999302745
238.0027866,120.4301,0.999269724
161.8570151,51.68314096,0.999873042
161.863714,51.68756887,0.999867558
357.0081656,276.542871,9.60E-05
357.0345037,276.645907,9.62E-05
356.9358866,276.7858912,8.78E-05
356.9910899,276.7220466,8.96E-05
356.9797481,276.7321692,9.89E-05
364.48069,280.3810449,0.999998987
364.4977083,280.3296938,0.999998987
364.5052238,280.3381543,0.999999046
364.5063155,280.3429489,0.999998927
364.4978181,280.3109832,0.999998987
364.4739177,280.3018107,0.999998987
364.4752345,280.3067412,0.999998927
364.4899005,280.2910867,0.999999046
364.587413,280.2820544,0.999998927
364.5867038,280.3076758,0.999998927
364.5910892,280.3091884,0.999999046
364.5983379,280.3041911,0.999998987
364.6470155,280.2975297,0.999998987
364.3971497,280.2128558,0.999998868
364.4303031,280.1300125,0.999998689
364.3439465,280.1343923,0.999998569
364.0188361,280.3393745,0.999997377
363.9276307,280.3348641,0.999997497
363.9888024,280.5507522,0.999997377
363.9830536,280.5600777,0.999997377
364.1389722,280.818933,0.999998033
364.1180614,280.7923212,0.999997973
364.0561664,280.9332237,0.999998093
364.1177441,280.9112797,0.999998093
364.2641466,280.9505124,0.999997973
364.0449752,281.0243001,0.999997914
364.1383644,281.0975595,0.999997735
364.1789827,281.116291,0.999997795
363.9380237,280.8850532,0.999997973
363.8436505,280.925611,0.999997854
363.7746539,280.8065472,0.999997854
363.8048078,280.835628,0.999997795
363.9047619,280.7949328,0.999997795
363.8665845,280.8546596,0.999997616
364.0043819,281.3192878,0.999997139
364.17653,281.2529926,0.999997258
364.0201467,281.6076527,0.999996901
363.8178816,281.6092491,0.999996662
364.1972719,281.6880898,0.999995708
364.4832735,281.7819586,0.999996424
364.6314108,281.7635584,0.999996305
364.6167378,281.9482899,0.999995589
364.8659678,281.3539176,0.999997258
364.7552252,282.688563,0.99999547
365.3752933,282.2883756,0.999996781
365.3925571,282.2394406,0.999996781
364.5528879,279.7507713,0.999998569
364.6134505,279.754513,0.99999845
363.6734318,278.5266309,0.999999166
362.6947036,277.9335116,0.999999285
361.7663298,276.8914264,0.999999404
361.630496,276.4596847,0.999999404
359.2660139,275.6257865,0.999999583
358.7136221,275.452556,0.999999762
357.8015097,274.9835995,0.999999881
357.8162125,275.0909455,0.999999881
356.1263127,271.3719163,0.999999583
356.8995783,271.8585234,0.999999583
351.0883088,265.888298,0.99999851
351.1830049,265.98352,0.999998569
343.3168409,260.402795,0.999999523
343.3740313,260.3048764,0.999999523
337.4178159,257.9508419,0.999999642
337.5089779,257.9109008,0.999999702
320.9031305,245.4848436,0.999999642
320.8487134,245.3715726,0.999999642
308.6514184,214.0223949,0.999999225
295.5622628,167.2208958,0.999988556
295.9664686,170.4087749,0.999983549
295.9426286,170.4683756,0.999984682
261.4751257,94.72436333,0.999964535
261.5507231,94.68420935,0.999961138
212.7629882,29.02283549,0.999995232
212.7692687,29.0448612,0.999995232
356.580921,277.2351593,0.000266701
356.6043016,277.2538975,0.000263691
356.6717499,277.2128555,0.000225216
356.6807288,277.3266194,0.000219554
356.6784765,277.3464913,0.000218511
356.6925924,277.317458,0.000219285
356.6521984,277.3548946,0.000229418
356.625701,277.3386879,0.000223607
356.6281956,277.3386196,0.000224233
356.6293861,277.3443284,0.000224143
356.6241439,277.3192736,0.000225097
356.6413164,277.3628983,0.000225961
356.6370078,277.3634423,0.000228554
356.6397678,277.3641697,0.000227928
356.6260912,277.3783854,0.000229448
356.6254855,277.3880957,0.000235051
356.6286277,277.3832816,0.000233442
356.6249927,277.3875773,0.000231624
356.6254432,277.3727473,0.000229269
375.4284239,284.7379751,0.999998391
362.1436458,282.6894107,0.999991775
362.3415527,283.3966513,0.999994636
355.6264347,284.0214042,0.999999642
355.3502587,283.9924201,0.999999642
352.9916925,283.7366623,0.999999583
352.3966973,283.846469,0.999999464
352.088366,283.6880746,0.999999404
352.1124194,283.6515302,0.999999404
352.1116695,283.6493581,0.999999404
352.1094058,283.714289,0.999999404
352.1454163,283.5878414,0.999999404
352.0799711,283.7234153,0.999999404
352.0217516,283.7510058,0.999999404
352.0883052,283.7576187,0.999999404
352.043885,283.8420818,0.999999404
352.0967858,283.855175,0.999999344
352.0155489,283.9787196,0.999999404
352.0272343,283.9673233,0.999999404
352.53632,284.1525974,0.999999404
352.5133097,284.1568709,0.999999404
352.1924295,283.5142488,0.999999166
351.8856239,283.6159803,0.999998927
352.1532643,284.1792853,0.999998569
352.0448811,284.2470111,0.99999845
352.3740606,284.17897,0.999998391
352.2048426,283.8144083,0.999998212
352.8236234,284.5900931,0.999998569
352.7715707,284.7232999,0.99999845
353.0975223,285.4871324,0.999997377
353.1062508,285.4591389,0.999997377
352.7975245,285.1480259,0.999998212
352.7461712,285.1987075,0.999998152
353.3429258,284.897113,0.999998569
353.0653553,285.1942248,0.999997914
354.2565988,285.5944629,0.999998331
354.290066,285.6094847,0.999998271
353.8063955,284.6959922,0.999998689
353.1988206,284.1175646,0.999998569
353.2783165,283.864622,0.999999046
353.2503316,283.8289885,0.999998987
349.8628983,281.0238786,0.999991477
349.8820404,280.9815531,0.999991179
336.5671375,274.0731074,0.999999046
336.5468907,274.0990174,0.999999046
317.902945,268.7438225,0.999982297
317.9313645,268.7603424,0.999982297
299.4094089,259.2860212,0.999997795
299.4922181,259.2257293,0.999997735
262.7533607,213.4795951,0.811511993
262.7996459,213.7965598,0.741117954
341.4494398,290.0014485,7.93E-05
341.1004889,277.7088681,0.000108182
341.2405866,277.4903066,0.000120759
341.0332776,277.6231297,0.000156164
