base_x,base_y,base_p,MCP1_x,MCP1_y,MCP1_p,PIP1_x,PIP1_y,PIP1_p,tip1_x,tip1_y,tip1_p,MCP2_x,MCP2_y,MCP2_p,PIP2_x,PIP2_y,PIP2_p,DIP2_x,DIP2_y,DIP2_p,tip2_x,tip2_y,tip2_p
297.9293134212494,223.48626947402954,2.625584602355957e-05,220.51715064048767,202.32922613620758,2.384185791015625e-06,-0.7461671829223633,-1.2703542709350586,3.2782554626464844e-07,1.581019639968872,2.157762289047241,2.0772218704223633e-05,234.9107631444931,191.0992612838745,0.0002510547637939453,253.37508630752563,194.65898871421814,0.00014799833297729492,480.4146919250488,3.5694957077503204,4.231929779052734e-06,237.92524111270905,184.12173748016357,3.635883331298828e-05
297.8640742301941,223.36939477920532,3.376603126525879e-05,220.42124035954475,202.36217296123505,2.384185791015625e-06,-0.7794866561889648,-1.1908049583435059,3.5762786865234375e-07,1.546483039855957,2.1522713899612427,2.2858381271362305e-05,234.87395203113556,191.1344473361969,0.00026923418045043945,253.51086711883545,194.76021528244019,0.00020828843116760254,480.39659357070923,3.599065274000168,4.4405460357666016e-06,237.9832935333252,184.0972762107849,3.9517879486083984e-05
297.59498143196106,222.44195699691772,5.8710575103759766e-05,220.43150967359543,202.36676275730133,2.8908252716064453e-06,-0.7588310241699219,-1.1736211776733398,4.172325134277344e-07,1.5361826419830322,2.022022247314453,2.2292137145996094e-05,234.98713421821594,191.2428436279297,0.0003504753112792969,254.2746114730835,194.4195455312729,0.0007063448429107666,480.3652482032776,3.6053495705127716,4.351139068603516e-06,238.25790405273438,184.26028871536255,4.5299530029296875e-05
297.60647797584534,222.24182844161987,6.35981559753418e-05,220.36642330884933,202.4324277639389,2.7418136596679688e-06,-0.8026385307312012,-1.2007265090942383,4.76837158203125e-07,1.6078591346740723,2.044267177581787,2.2023916244506836e-05,234.97391498088837,191.25877380371094,0.0003750622272491455,254.24215459823608,194.3734941482544,0.0006638765335083008,480.42166090011597,3.6007441580295563,4.827976226806641e-06,238.27631306648254,184.28727436065674,4.9054622650146484e-05
296.4920358657837,230.79639053344727,0.00015679001808166504,221.62204158306122,201.48661398887634,1.519918441772461e-06,-0.788330078125,-1.3286771774291992,3.2782554626464844e-07,1.7751736640930176,2.146796226501465,1.8835067749023438e-05,234.37032437324524,189.34961438179016,1.2665987014770508e-05,256.18594121932983,191.73655033111572,1.1473894119262695e-05,480.4761266708374,3.489615499973297,3.725290298461914e-06,237.33732616901398,182.61393690109253,8.58306884765625e-06
296.4941840171814,230.78313970565796,0.00015360116958618164,221.65621078014374,201.41845774650574,1.519918441772461e-06,-0.7407150268554688,-1.284278392791748,4.470348358154297e-07,1.6787264347076416,2.1142280101776123,2.1636486053466797e-05,234.45946717262268,189.20490515232086,1.0401010513305664e-05,256.2672874927521,191.50016927719116,1.043081283569336e-05,480.6375823020935,3.5391446352005005,4.172325134277344e-06,237.14240562915802,182.63928818702698,8.225440979003906e-06
289.1470572948456,209.0435914993286,7.18533992767334e-05,222.1924910545349,200.96858930587769,1.0728836059570312e-06,-0.7602329254150391,-1.2895121574401855,4.172325134277344e-07,1.704714298248291,2.1642109155654907,2.0951032638549805e-05,233.25455236434937,188.06696882098913,4.544854164123535e-05,247.95338773727417,185.69873666763306,1.2218952178955078e-05,480.6315999031067,3.5385533571243286,4.231929779052734e-06,3.327497363090515,2.277569532394409,6.139278411865234e-06
289.2617709636688,209.3644461631775,6.768107414245605e-05,222.23840284347534,200.8432493209839,1.2218952178955078e-06,-0.7599024772644043,-1.2726173400878906,4.172325134277344e-07,1.673722505569458,2.1796321868896484,2.1189451217651367e-05,233.13472890853882,188.30950996279716,4.9948692321777344e-05,248.36614871025085,186.08868634700775,2.9325485229492188e-05,480.24117517471313,3.596726417541504,5.21540641784668e-06,3.339666724205017,2.2822606563568115,6.288290023803711e-06
222.28149724006653,414.3016993999481,7.599592208862305e-06,7.163710355758667,-5.071573257446289,5.364418029785156e-07,-0.7602577209472656,-1.2677478790283203,4.76837158203125e-07,1.6669516563415527,2.128974437713623,2.1666288375854492e-05,479.09719800949097,0.9254944324493408,1.9371509552001953e-06,479.23488998413086,2.8465170860290527,1.5497207641601562e-06,480.470046043396,3.6077121198177338,5.334615707397461e-06,3.331475079059601,2.396285057067871,6.318092346191406e-06
222.25335121154785,414.37744903564453,6.973743438720703e-06,7.1615424156188965,-4.992696762084961,5.662441253662109e-07,-0.7427692413330078,-1.2478184700012207,4.76837158203125e-07,1.6125895977020264,2.0935890674591064,2.4974346160888672e-05,479.16907954216003,0.8959031105041504,1.7881393432617188e-06,479.27166056632996,2.825765609741211,1.6093254089355469e-06,480.448495388031,3.629311889410019,5.4836273193359375e-06,3.4677955508232117,2.196811556816101,6.3478946685791016e-06
